;results
1-0-0-0-0-0-0-0-0-0;0.91604
0-1-0-0-0-0-0-0-0-0;0.91743
0-0-1-0-0-0-0-0-0-0;0.91722
0-0-0-1-0-0-0-0-0-0;0.91409
0-0-0-0-1-0-0-0-0-0;0.91921
0-0-0-0-0-1-0-0-0-0;0.91240
0-0-0-0-0-0-1-0-0-0;0.91413
0-0-0-0-0-0-0-1-0-0;0.91754
0-0-0-0-0-0-0-0-1-0;0.91654
0-0-0-0-0-0-0-0-0-1;0.91861
