;results
1-0-0-0-0-0-0-0-0-0;0.47703
0-1-0-0-0-0-0-0-0-0;0.47779
0-0-1-0-0-0-0-0-0-0;0.48142
0-0-0-1-0-0-0-0-0-0;0.47868
0-0-0-0-1-0-0-0-0-0;0.48140
0-0-0-0-0-1-0-0-0-0;0.47396
0-0-0-0-0-0-1-0-0-0;0.47905
0-0-0-0-0-0-0-1-0-0;0.47273
0-0-0-0-0-0-0-0-1-0;0.47719
0-0-0-0-0-0-0-0-0-1;0.48112
