;results
1-0-0-0-0-0-0-0-0-0;0.06571
0-1-0-0-0-0-0-0-0-0;0.07062
0-0-1-0-0-0-0-0-0-0;0.03500
0-0-0-1-0-0-0-0-0-0;0.05000
0-0-0-0-1-0-0-0-0-0;0.06643
0-0-0-0-0-1-0-0-0-0;0.04405
0-0-0-0-0-0-1-0-0-0;0.03357
0-0-0-0-0-0-0-1-0-0;0.08244
0-0-0-0-0-0-0-0-1-0;0.00000
0-0-0-0-0-0-0-0-0-1;0.04836
