;results
1-0-0-0-0-0-0-0-0-0;0.89997
0-1-0-0-0-0-0-0-0-0;0.90092
0-0-1-0-0-0-0-0-0-0;0.90415
0-0-0-1-0-0-0-0-0-0;0.89925
0-0-0-0-1-0-0-0-0-0;0.90488
0-0-0-0-0-1-0-0-0-0;0.89387
0-0-0-0-0-0-1-0-0-0;0.89999
0-0-0-0-0-0-0-1-0-0;0.89575
0-0-0-0-0-0-0-0-1-0;0.89909
0-0-0-0-0-0-0-0-0-1;0.90478
