;results
1-0-0-0-0-0-0-0-0-0;0.05052
0-1-0-0-0-0-0-0-0-0;0.04946
0-0-1-0-0-0-0-0-0-0;0.05004
0-0-0-1-0-0-0-0-0-0;0.05175
0-0-0-0-1-0-0-0-0-0;0.04925
0-0-0-0-0-1-0-0-0-0;0.05302
0-0-0-0-0-0-1-0-0-0;0.05170
0-0-0-0-0-0-0-1-0-0;0.04929
0-0-0-0-0-0-0-0-1-0;0.05045
0-0-0-0-0-0-0-0-0-1;0.04929
