network_order;results
mask_rcnn_X-101-64x4d-FPN;63.33333
cascade_mask_rcnn_X-101-64x4d-FPN;45.50000
hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;96.50000
cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;101.00000
detectors_htc_r101_20e_coco;103.00000
gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);inf
scnet_X-101-64x4d-FPN;105.50000
mask_rcnn_r50_fpn_carafe_1x_coco;94.50000
mask_rcnn_r101_fpn_gn-all_3x_coco;63.66667
mask_rcnn_r101_fpn_gn_ws-all_20_23_24e_coco;inf
