;results
1-0-0-0-0-0-0-0-0-0;0.50174
0-1-0-0-0-0-0-0-0-0;0.50360
0-0-1-0-0-0-0-0-0-0;0.49270
0-0-0-1-0-0-0-0-0-0;0.51923
0-0-0-0-1-0-0-0-0-0;0.51481
0-0-0-0-0-1-0-0-0-0;0.56107
0-0-0-0-0-0-1-0-0-0;0.49822
0-0-0-0-0-0-0-1-0-0;0.49315
0-0-0-0-0-0-0-0-1-0;0.44373
0-0-0-0-0-0-0-0-0-1;0.45993
