;results
1-0-0-0-0-0-0-0-0-0;0.61380
0-1-0-0-0-0-0-0-0-0;0.61677
0-0-1-0-0-0-0-0-0-0;0.62918
0-0-0-1-0-0-0-0-0-0;0.61577
0-0-0-0-1-0-0-0-0-0;0.61223
0-0-0-0-0-1-0-0-0-0;0.57909
0-0-0-0-0-0-1-0-0-0;0.61661
0-0-0-0-0-0-0-1-0-0;0.55849
0-0-0-0-0-0-0-0-1-0;0.60418
0-0-0-0-0-0-0-0-0-1;0.62344
