;results
1-0-0-0-0-0-0-0-0-0;0.01587
0-1-0-0-0-0-0-0-0-0;0.00535
0-0-1-0-0-0-0-0-0-0;0.02105
0-0-0-1-0-0-0-0-0-0;0.00535
0-0-0-0-1-0-0-0-0-0;0.05102
0-0-0-0-0-1-0-0-0-0;0.01064
0-0-0-0-0-0-1-0-0-0;0.03627
0-0-0-0-0-0-0-1-0-0;0.01587
0-0-0-0-0-0-0-0-1-0;0.05102
0-0-0-0-0-0-0-0-0-1;0.04615
