;results
1-0-0-0-0-0-0-0-0-0;8170
0-1-0-0-0-0-0-0-0-0;8050
0-0-1-0-0-0-0-0-0-0;8089
0-0-0-1-0-0-0-0-0-0;7984
0-0-0-0-1-0-0-0-0-0;7951
0-0-0-0-0-1-0-0-0-0;7739
0-0-0-0-0-0-1-0-0-0;8002
0-0-0-0-0-0-0-1-0-0;7317
0-0-0-0-0-0-0-0-1-0;7976
0-0-0-0-0-0-0-0-0-1;8031
