;results
1-0-0-0-0-0-0-0-0-0;0.60745
0-1-0-0-0-0-0-0-0-0;0.60940
0-0-1-0-0-0-0-0-0-0;0.62597
0-0-0-1-0-0-0-0-0-0;0.61080
0-0-0-0-1-0-0-0-0-0;0.60805
0-0-0-0-0-1-0-0-0-0;0.57080
0-0-0-0-0-0-1-0-0-0;0.61240
0-0-0-0-0-0-0-1-0-0;0.54608
0-0-0-0-0-0-0-0-1-0;0.59631
0-0-0-0-0-0-0-0-0-1;0.61941
