network_order;results
mask_rcnn_X-101-64x4d-FPN;0.90104
cascade_mask_rcnn_X-101-64x4d-FPN;0.90300
hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;0.90296
cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;0.89964
detectors_htc_r101_20e_coco;0.90409
gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);0.89939
scnet_X-101-64x4d-FPN;0.90422
mask_rcnn_r50_fpn_carafe_1x_coco;0.89667
mask_rcnn_r101_fpn_gn-all_3x_coco;0.90309
mask_rcnn_r101_fpn_gn_ws-all_20_23_24e_coco;0.90156
