;results
1-0-0-0-0-0-0-0-0-0;0.89172
0-1-0-0-0-0-0-0-0-0;0.89221
0-0-1-0-0-0-0-0-0-0;0.89836
0-0-0-1-0-0-0-0-0-0;0.89212
0-0-0-0-1-0-0-0-0-0;0.89806
0-0-0-0-0-1-0-0-0-0;0.88384
0-0-0-0-0-0-1-0-0-0;0.89350
0-0-0-0-0-0-0-1-0-0;0.88301
0-0-0-0-0-0-0-0-1-0;0.88981
0-0-0-0-0-0-0-0-0-1;0.89825
