;results
1-0-0-0-0-0-0-0-0-0;2193
0-1-0-0-0-0-0-0-0-0;2315
0-0-1-0-0-0-0-0-0-0;2273
0-0-0-1-0-0-0-0-0-0;2390
0-0-0-0-1-0-0-0-0-0;2412
0-0-0-0-0-1-0-0-0-0;2641
0-0-0-0-0-0-1-0-0-0;2358
0-0-0-0-0-0-0-1-0-0;3054
0-0-0-0-0-0-0-0-1-0;2378
0-0-0-0-0-0-0-0-0-1;2330
