;results
1-0-0-0-0-0-0-0-0-0;0.61307
0-1-0-0-0-0-0-0-0-0;0.61535
0-0-1-0-0-0-0-0-0-0;0.63000
0-0-0-1-0-0-0-0-0-0;0.61567
0-0-0-0-1-0-0-0-0-0;0.61267
0-0-0-0-0-1-0-0-0-0;0.57728
0-0-0-0-0-0-1-0-0-0;0.61686
0-0-0-0-0-0-0-1-0-0;0.55395
0-0-0-0-0-0-0-0-1-0;0.60253
0-0-0-0-0-0-0-0-0-1;0.62391
