;results
1-0-0-0-0-0-0-0-0-0;0.47780
0-1-0-0-0-0-0-0-0-0;0.47837
0-0-1-0-0-0-0-0-0-0;0.48199
0-0-0-1-0-0-0-0-0-0;0.47913
0-0-0-0-1-0-0-0-0-0;0.48198
0-0-0-0-0-1-0-0-0-0;0.47444
0-0-0-0-0-0-1-0-0-0;0.47969
0-0-0-0-0-0-0-1-0-0;0.47334
0-0-0-0-0-0-0-0-1-0;0.47775
0-0-0-0-0-0-0-0-0-1;0.48175
