network_order;results
mask_rcnn_X-101-64x4d-FPN;4.52113
cascade_mask_rcnn_X-101-64x4d-FPN;3.70000
hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;3.17647
cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;3.67089
detectors_htc_r101_20e_coco;3.37079
gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);3.61644
scnet_X-101-64x4d-FPN;3.15476
mask_rcnn_r50_fpn_carafe_1x_coco;5.45455
mask_rcnn_r101_fpn_gn-all_3x_coco;5.62500
mask_rcnn_r101_fpn_gn_ws-all_20_23_24e_coco;4.67532
