;results
1-0-0-0-0-0-0-0-0-0;0.11110
0-1-0-0-0-0-0-0-0-0;0.09604
0-0-1-0-0-0-0-0-0-0;0.08289
0-0-0-1-0-0-0-0-0-0;0.08569
0-0-0-0-1-0-0-0-0-0;0.09300
0-0-0-0-0-1-0-0-0-0;0.10838
0-0-0-0-0-0-1-0-0-0;0.08785
0-0-0-0-0-0-0-1-0-0;0.09899
0-0-0-0-0-0-0-0-1-0;0.10572
0-0-0-0-0-0-0-0-0-1;0.08661
