;results
1-0-0-0-0-0-0-0-0-0;0.27732
0-1-0-0-0-0-0-0-0-0;0.29389
0-0-1-0-0-0-0-0-0-0;0.28781
0-0-0-1-0-0-0-0-0-0;0.29368
0-0-0-0-1-0-0-0-0-0;0.29438
0-0-0-0-0-1-0-0-0-0;0.28259
0-0-0-0-0-0-1-0-0-0;0.28320
0-0-0-0-0-0-0-1-0-0;0.29207
0-0-0-0-0-0-0-0-1-0;0.28846
0-0-0-0-0-0-0-0-0-1;0.28458
