;results
1-0-0-0-0-0-0-0-0-0;0.43906
0-1-0-0-0-0-0-0-0-0;0.43841
0-0-1-0-0-0-0-0-0-0;0.43687
0-0-0-1-0-0-0-0-0-0;0.43533
0-0-0-0-1-0-0-0-0-0;0.43882
0-0-0-0-0-1-0-0-0-0;0.43562
0-0-0-0-0-0-1-0-0-0;0.43527
0-0-0-0-0-0-0-1-0-0;0.43926
0-0-0-0-0-0-0-0-1-0;0.43799
0-0-0-0-0-0-0-0-0-1;0.43871
