;results
1-0-0-0-0-0-0-0-0-0;181
0-1-0-0-0-0-0-0-0-0;179
0-0-1-0-0-0-0-0-0-0;181
0-0-0-1-0-0-0-0-0-0;182
0-0-0-0-1-0-0-0-0-0;181
0-0-0-0-0-1-0-0-0-0;183
0-0-0-0-0-0-1-0-0-0;181
0-0-0-0-0-0-0-1-0-0;182
0-0-0-0-0-0-0-0-1-0;185
0-0-0-0-0-0-0-0-0-1;179
