network_order;results
mask_rcnn_X-101-64x4d-FPN;2.85915
cascade_mask_rcnn_X-101-64x4d-FPN;2.40000
hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;2.11765
cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;2.40506
detectors_htc_r101_20e_coco;2.11236
gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);2.43836
scnet_X-101-64x4d-FPN;2.15476
mask_rcnn_r50_fpn_carafe_1x_coco;3.60000
mask_rcnn_r101_fpn_gn-all_3x_coco;3.37500
mask_rcnn_r101_fpn_gn_ws-all_20_23_24e_coco;2.75325
