network_order;results
mask_rcnn_X-101-64x4d-FPN;0.50370
cascade_mask_rcnn_X-101-64x4d-FPN;0.49405
hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;0.49417
cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;0.48951
detectors_htc_r101_20e_coco;0.49423
gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);0.48391
scnet_X-101-64x4d-FPN;0.49365
mask_rcnn_r50_fpn_carafe_1x_coco;0.48308
mask_rcnn_r101_fpn_gn-all_3x_coco;0.49566
mask_rcnn_r101_fpn_gn_ws-all_20_23_24e_coco;0.48774
