;results
1-0-0-0-0-0-0-0-0-0;0.45717
0-1-0-0-0-0-0-0-0-0;0.45904
0-0-1-0-0-0-0-0-0-0;0.46291
0-0-0-1-0-0-0-0-0-0;0.45956
0-0-0-0-1-0-0-0-0-0;0.46156
0-0-0-0-0-1-0-0-0-0;0.45381
0-0-0-0-0-0-1-0-0-0;0.46045
0-0-0-0-0-0-0-1-0-0;0.45372
0-0-0-0-0-0-0-0-1-0;0.45716
0-0-0-0-0-0-0-0-0-1;0.46208
