network_order;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95
hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;0.57810;0.51243;0.44222;0.39952;0.35544;0.32184;0.26730;0.20906;0.16981;0.15175;0.09705;0.07930;0.06132;0.02551;0.02703;0.01170
detectors_htc_r101_20e_coco;0.56514;0.51690;0.45205;0.41895;0.37602;0.32840;0.30218;0.23448;0.20217;0.16732;0.13223;0.10435;0.06047;0.04808;0.03684;0.02299
cascade_mask_rcnn_X-101-64x4d-FPN;0.58226;0.52495;0.47835;0.42989;0.37403;0.33239;0.28882;0.24749;0.19118;0.16142;0.13866;0.12609;0.09767;0.06965;0.03261;0.01183
cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;0.58900;0.53084;0.48203;0.43262;0.37401;0.32749;0.27476;0.23891;0.18587;0.15476;0.12134;0.10044;0.08676;0.06829;0.04255;0.01176
gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);0.58754;0.52642;0.46652;0.41439;0.35735;0.30721;0.25939;0.23105;0.17131;0.14583;0.10088;0.07477;0.05797;0.05000;0.02674;0.00588
