;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;171
1-2-3-5-4;171
1-2-4-3-5;174
1-2-5-3-4;174
1-2-4-5-3;172
1-2-5-4-3;172
1-3-2-4-5;171
1-3-2-5-4;171
1-4-2-3-5;172
1-5-2-3-4;172
1-4-2-5-3;172
1-5-2-4-3;172
1-3-4-2-5;175
1-3-5-2-4;175
1-4-3-2-5;175
1-5-3-2-4;175
1-4-5-2-3;175
1-5-4-2-3;175
1-3-4-5-2;173
1-3-5-4-2;173
1-4-3-5-2;173
1-5-3-4-2;173
1-4-5-3-2;174
1-5-4-3-2;174
2-1-3-4-5;171
2-1-3-5-4;171
2-1-4-3-5;174
2-1-5-3-4;174
2-1-4-5-3;172
2-1-5-4-3;172
3-1-2-4-5;171
3-1-2-5-4;171
4-1-2-3-5;171
5-1-2-3-4;171
4-1-2-5-3;171
5-1-2-4-3;171
3-1-4-2-5;174
3-1-5-2-4;174
4-1-3-2-5;174
5-1-3-2-4;174
4-1-5-2-3;174
5-1-4-2-3;174
3-1-4-5-2;172
3-1-5-4-2;172
4-1-3-5-2;172
5-1-3-4-2;172
4-1-5-3-2;172
5-1-4-3-2;172
2-3-1-4-5;172
2-3-1-5-4;172
2-4-1-3-5;173
2-5-1-3-4;173
2-4-1-5-3;173
2-5-1-4-3;173
3-2-1-4-5;172
3-2-1-5-4;172
4-2-1-3-5;172
5-2-1-3-4;172
4-2-1-5-3;172
5-2-1-4-3;172
3-4-1-2-5;173
3-5-1-2-4;173
4-3-1-2-5;172
5-3-1-2-4;172
4-5-1-2-3;174
5-4-1-2-3;174
3-4-1-5-2;173
3-5-1-4-2;173
4-3-1-5-2;172
5-3-1-4-2;172
4-5-1-3-2;174
5-4-1-3-2;174
2-3-4-1-5;175
2-3-5-1-4;175
2-4-3-1-5;175
2-5-3-1-4;175
2-4-5-1-3;175
2-5-4-1-3;175
3-2-4-1-5;174
3-2-5-1-4;174
4-2-3-1-5;174
5-2-3-1-4;174
4-2-5-1-3;174
5-2-4-1-3;174
3-4-2-1-5;175
3-5-2-1-4;175
4-3-2-1-5;174
5-3-2-1-4;174
4-5-2-1-3;176
5-4-2-1-3;176
3-4-5-1-2;175
3-5-4-1-2;175
4-3-5-1-2;173
5-3-4-1-2;173
4-5-3-1-2;175
5-4-3-1-2;175
2-3-4-5-1;173
2-3-5-4-1;173
2-4-3-5-1;173
2-5-3-4-1;173
2-4-5-3-1;174
2-5-4-3-1;174
3-2-4-5-1;172
3-2-5-4-1;172
4-2-3-5-1;172
5-2-3-4-1;172
4-2-5-3-1;172
5-2-4-3-1;172
3-4-2-5-1;173
3-5-2-4-1;173
4-3-2-5-1;172
5-3-2-4-1;172
4-5-2-3-1;174
5-4-2-3-1;174
3-4-5-2-1;174
3-5-4-2-1;174
4-3-5-2-1;172
5-3-4-2-1;172
4-5-3-2-1;174
5-4-3-2-1;174
