;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;4094
1-2-3-5-4;4094
1-2-4-3-5;3966
1-2-5-3-4;3966
1-2-4-5-3;3914
1-2-5-4-3;3914
1-3-2-4-5;4135
1-3-2-5-4;4135
1-4-2-3-5;4225
1-5-2-3-4;4225
1-4-2-5-3;4031
1-5-2-4-3;4031
1-3-4-2-5;3947
1-3-5-2-4;3947
1-4-3-2-5;4162
1-5-3-2-4;4162
1-4-5-2-3;3826
1-5-4-2-3;3826
1-3-4-5-2;3828
1-3-5-4-2;3828
1-4-3-5-2;4052
1-5-3-4-2;4052
1-4-5-3-2;3849
1-5-4-3-2;3849
2-1-3-4-5;4036
2-1-3-5-4;4036
2-1-4-3-5;3908
2-1-5-3-4;3908
2-1-4-5-3;3856
2-1-5-4-3;3856
3-1-2-4-5;4059
3-1-2-5-4;4059
4-1-2-3-5;4122
5-1-2-3-4;4122
4-1-2-5-3;4116
5-1-2-4-3;4116
3-1-4-2-5;3859
3-1-5-2-4;3859
4-1-3-2-5;4074
5-1-3-2-4;4074
4-1-5-2-3;3948
5-1-4-2-3;3948
3-1-4-5-2;3777
3-1-5-4-2;3777
4-1-3-5-2;3999
5-1-3-4-2;3999
4-1-5-3-2;3866
5-1-4-3-2;3866
2-3-1-4-5;4230
2-3-1-5-4;4230
2-4-1-3-5;4320
2-5-1-3-4;4320
2-4-1-5-3;4126
2-5-1-4-3;4126
3-2-1-4-5;4214
3-2-1-5-4;4214
4-2-1-3-5;4277
5-2-1-3-4;4277
4-2-1-5-3;4271
5-2-1-4-3;4271
3-4-1-2-5;4180
3-5-1-2-4;4180
4-3-1-2-5;4182
5-3-1-2-4;4182
4-5-1-2-3;4077
5-4-1-2-3;4077
3-4-1-5-2;4136
3-5-1-4-2;4136
4-3-1-5-2;4095
5-3-1-4-2;4095
4-5-1-3-2;4021
5-4-1-3-2;4021
2-3-4-1-5;3946
2-3-5-1-4;3946
2-4-3-1-5;4161
2-5-3-1-4;4161
2-4-5-1-3;3825
2-5-4-1-3;3825
3-2-4-1-5;3900
3-2-5-1-4;3900
4-2-3-1-5;4115
5-2-3-1-4;4115
4-2-5-1-3;3989
5-2-4-1-3;3989
3-4-2-1-5;4137
3-5-2-1-4;4137
4-3-2-1-5;4139
5-3-2-1-4;4139
4-5-2-1-3;4034
5-4-2-1-3;4034
3-4-5-1-2;3844
3-5-4-1-2;3844
4-3-5-1-2;3925
5-3-4-1-2;3925
4-5-3-1-2;4004
5-4-3-1-2;4004
2-3-4-5-1;3836
2-3-5-4-1;3836
2-4-3-5-1;4060
2-5-3-4-1;4060
2-4-5-3-1;3857
2-5-4-3-1;3857
3-2-4-5-1;3809
3-2-5-4-1;3809
4-2-3-5-1;4031
5-2-3-4-1;4031
4-2-5-3-1;3898
5-2-4-3-1;3898
3-4-2-5-1;4089
3-5-2-4-1;4089
4-3-2-5-1;4078
5-3-2-4-1;4078
4-5-2-3-1;4004
5-4-2-3-1;4004
3-4-5-2-1;3850
3-5-4-2-1;3850
4-3-5-2-1;3931
5-3-4-2-1;3931
4-5-3-2-1;4010
5-4-3-2-1;4010
