;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;95549451
1-2-3-5-4;95549451
1-2-4-3-5;95512074
1-2-5-3-4;95512074
1-2-4-5-3;95284102
1-2-5-4-3;95284102
1-3-2-4-5;95684376
1-3-2-5-4;95684376
1-4-2-3-5;95629098
1-5-2-3-4;95629098
1-4-2-5-3;95613672
1-5-2-4-3;95613672
1-3-4-2-5;95577899
1-3-5-2-4;95577899
1-4-3-2-5;95546370
1-5-3-2-4;95546370
1-4-5-2-3;95473379
1-5-4-2-3;95473379
1-3-4-5-2;95218283
1-3-5-4-2;95218283
1-4-3-5-2;95405825
1-5-3-4-2;95405825
1-4-5-3-2;95369451
1-5-4-3-2;95369451
2-1-3-4-5;95561455
2-1-3-5-4;95561455
2-1-4-3-5;95516443
2-1-5-3-4;95516443
2-1-4-5-3;95320883
2-1-5-4-3;95320883
3-1-2-4-5;95737396
3-1-2-5-4;95737396
4-1-2-3-5;95750308
5-1-2-3-4;95750308
4-1-2-5-3;95647278
5-1-2-4-3;95647278
3-1-4-2-5;95584376
3-1-5-2-4;95584376
4-1-3-2-5;95668593
5-1-3-2-4;95668593
4-1-5-2-3;95516833
5-1-4-2-3;95516833
3-1-4-5-2;95278781
3-1-5-4-2;95278781
4-1-3-5-2;95467826
5-1-3-4-2;95467826
4-1-5-3-2;95342895
5-1-4-3-2;95342895
2-3-1-4-5;95838605
2-3-1-5-4;95838605
2-4-1-3-5;95692290
2-5-1-3-4;95692290
2-4-1-5-3;95721189
2-5-1-4-3;95721189
3-2-1-4-5;95904531
3-2-1-5-4;95904531
4-2-1-3-5;95873599
5-2-1-3-4;95873599
4-2-1-5-3;95814290
5-2-1-4-3;95814290
3-4-1-2-5;95789890
3-5-1-2-4;95789890
4-3-1-2-5;95869105
5-3-1-2-4;95869105
4-5-1-2-3;95629098
5-4-1-2-3;95629098
3-4-1-5-2;95730681
3-5-1-4-2;95730681
4-3-1-5-2;95769446
5-3-1-4-2;95769446
4-5-1-3-2;95598973
5-4-1-3-2;95598973
2-3-4-1-5;95683504
2-3-5-1-4;95683504
2-4-3-1-5;95644034
2-5-3-1-4;95644034
2-4-5-1-3;95570403
2-5-4-1-3;95570403
3-2-4-1-5;95696986
3-2-5-1-4;95696986
4-2-3-1-5;95778843
5-2-3-1-4;95778843
4-2-5-1-3;95629591
5-2-4-1-3;95629591
3-4-2-1-5;95714629
3-5-2-1-4;95714629
4-3-2-1-5;95755191
5-3-2-1-4;95755191
4-5-2-1-3;95554089
5-4-2-1-3;95554089
3-4-5-1-2;95461015
3-5-4-1-2;95461015
4-3-5-1-2;95469110
5-3-4-1-2;95469110
4-5-3-1-2;95569874
5-4-3-1-2;95569874
2-3-4-5-1;95195283
2-3-5-4-1;95195283
2-4-3-5-1;95367538
2-5-3-4-1;95367538
2-4-5-3-1;95330930
2-5-4-3-1;95330930
3-2-4-5-1;95293830
3-2-5-4-1;95293830
4-2-3-5-1;95483268
5-2-3-4-1;95483268
4-2-5-3-1;95357885
5-2-4-3-1;95357885
3-4-2-5-1;95479494
3-5-2-4-1;95479494
4-3-2-5-1;95517561
5-3-2-4-1;95517561
4-5-2-3-1;95374315
5-4-2-3-1;95374315
3-4-5-2-1;95366973
3-5-4-2-1;95366973
4-3-5-2-1;95376272
5-3-4-2-1;95376272
4-5-3-2-1;95466045
5-4-3-2-1;95466045
