;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;7054580
1-2-3-5-4;7054580
1-2-4-3-5;7050691
1-2-5-3-4;7050691
1-2-4-5-3;7051734
1-2-5-4-3;7051734
1-3-2-4-5;7098957
1-3-2-5-4;7098957
1-4-2-3-5;7088070
1-5-2-3-4;7088070
1-4-2-5-3;7083575
1-5-2-4-3;7083575
1-3-4-2-5;7043103
1-3-5-2-4;7043103
1-4-3-2-5;7063386
1-5-3-2-4;7063386
1-4-5-2-3;7033243
1-5-4-2-3;7033243
1-3-4-5-2;7042378
1-3-5-4-2;7042378
1-4-3-5-2;7071316
1-5-3-4-2;7071316
1-4-5-3-2;7048395
1-5-4-3-2;7048395
2-1-3-4-5;7057372
2-1-3-5-4;7057372
2-1-4-3-5;7053237
2-1-5-3-4;7053237
2-1-4-5-3;7036435
2-1-5-4-3;7036435
3-1-2-4-5;7124236
3-1-2-5-4;7124236
4-1-2-3-5;7127388
5-1-2-3-4;7127388
4-1-2-5-3;7121062
5-1-2-4-3;7121062
3-1-4-2-5;7056259
3-1-5-2-4;7056259
4-1-3-2-5;7094693
5-1-3-2-4;7094693
4-1-5-2-3;7057712
5-1-4-2-3;7057712
3-1-4-5-2;7053637
3-1-5-4-2;7053637
4-1-3-5-2;7081109
5-1-3-4-2;7081109
4-1-5-3-2;7040449
5-1-4-3-2;7040449
2-3-1-4-5;7118286
2-3-1-5-4;7118286
2-4-1-3-5;7103340
2-5-1-3-4;7103340
2-4-1-5-3;7102240
2-5-1-4-3;7102240
3-2-1-4-5;7131476
3-2-1-5-4;7131476
4-2-1-3-5;7131757
5-2-1-3-4;7131757
4-2-1-5-3;7128425
5-2-1-4-3;7128425
3-4-1-2-5;7103447
3-5-1-2-4;7103447
4-3-1-2-5;7132697
5-3-1-2-4;7132697
4-5-1-2-3;7116571
5-4-1-2-3;7116571
3-4-1-5-2;7121033
3-5-1-4-2;7121033
4-3-1-5-2;7129019
5-3-1-4-2;7129019
4-5-1-3-2;7120845
5-4-1-3-2;7120845
2-3-4-1-5;7039566
2-3-5-1-4;7039566
2-4-3-1-5;7066415
2-5-3-1-4;7066415
2-4-5-1-3;7034406
2-5-4-1-3;7034406
3-2-4-1-5;7047792
3-2-5-1-4;7047792
4-2-3-1-5;7085386
5-2-3-1-4;7085386
4-2-5-1-3;7049097
5-2-4-1-3;7049097
3-4-2-1-5;7090973
3-5-2-1-4;7090973
4-3-2-1-5;7117313
5-3-2-1-4;7117313
4-5-2-1-3;7104138
5-4-2-1-3;7104138
3-4-5-1-2;7057968
3-5-4-1-2;7057968
4-3-5-1-2;7047426
5-3-4-1-2;7047426
4-5-3-1-2;7084545
5-4-3-1-2;7084545
2-3-4-5-1;7084209
2-3-5-4-1;7084209
2-4-3-5-1;7128351
2-5-3-4-1;7128351
2-4-5-3-1;7105368
2-5-4-3-1;7105368
3-2-4-5-1;7104632
3-2-5-4-1;7104632
4-2-3-5-1;7133081
5-2-3-4-1;7133081
4-2-5-3-1;7091933
5-2-4-3-1;7091933
3-4-2-5-1;7165640
3-5-2-4-1;7165640
4-3-2-5-1;7173821
5-3-2-4-1;7173821
4-5-2-3-1;7165393
5-4-2-3-1;7165393
3-4-5-2-1;7114941
3-5-4-2-1;7114941
4-3-5-2-1;7104560
5-3-4-2-1;7104560
4-5-3-2-1;7152069
5-4-3-2-1;7152069
