;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.03256
1-2-3-5-4;0.03256
1-2-4-3-5;0.03254
1-2-5-3-4;0.03254
1-2-4-5-3;0.03261
1-2-5-4-3;0.03261
1-3-2-4-5;0.03268
1-3-2-5-4;0.03268
1-4-2-3-5;0.03265
1-5-2-3-4;0.03265
1-4-2-5-3;0.03264
1-5-2-4-3;0.03264
1-3-4-2-5;0.03250
1-3-5-2-4;0.03250
1-4-3-2-5;0.03259
1-5-3-2-4;0.03259
1-4-5-2-3;0.03248
1-5-4-2-3;0.03248
1-3-4-5-2;0.03259
1-3-5-4-2;0.03259
1-4-3-5-2;0.03264
1-5-3-4-2;0.03264
1-4-5-3-2;0.03258
1-5-4-3-2;0.03258
2-1-3-4-5;0.03257
2-1-3-5-4;0.03257
2-1-4-3-5;0.03255
2-1-5-3-4;0.03255
2-1-4-5-3;0.03254
2-1-5-4-3;0.03254
3-1-2-4-5;0.03278
3-1-2-5-4;0.03278
4-1-2-3-5;0.03278
5-1-2-3-4;0.03278
4-1-2-5-3;0.03279
5-1-2-4-3;0.03279
3-1-4-2-5;0.03254
3-1-5-2-4;0.03254
4-1-3-2-5;0.03268
5-1-3-2-4;0.03268
4-1-5-2-3;0.03257
5-1-4-2-3;0.03257
3-1-4-5-2;0.03261
3-1-5-4-2;0.03261
4-1-3-5-2;0.03265
5-1-3-4-2;0.03265
4-1-5-3-2;0.03255
5-1-4-3-2;0.03255
2-3-1-4-5;0.03272
2-3-1-5-4;0.03272
2-4-1-3-5;0.03270
2-5-1-3-4;0.03270
2-4-1-5-3;0.03269
2-5-1-4-3;0.03269
3-2-1-4-5;0.03277
3-2-1-5-4;0.03277
4-2-1-3-5;0.03277
5-2-1-3-4;0.03277
4-2-1-5-3;0.03278
5-2-1-4-3;0.03278
3-4-1-2-5;0.03267
3-5-1-2-4;0.03267
4-3-1-2-5;0.03277
5-3-1-2-4;0.03277
4-5-1-2-3;0.03277
5-4-1-2-3;0.03277
3-4-1-5-2;0.03278
3-5-1-4-2;0.03278
4-3-1-5-2;0.03280
5-3-1-4-2;0.03280
4-5-1-3-2;0.03280
5-4-1-3-2;0.03280
2-3-4-1-5;0.03246
2-3-5-1-4;0.03246
2-4-3-1-5;0.03258
2-5-3-1-4;0.03258
2-4-5-1-3;0.03246
2-5-4-1-3;0.03246
3-2-4-1-5;0.03249
3-2-5-1-4;0.03249
4-2-3-1-5;0.03262
5-2-3-1-4;0.03262
4-2-5-1-3;0.03251
5-2-4-1-3;0.03251
3-4-2-1-5;0.03263
3-5-2-1-4;0.03263
4-3-2-1-5;0.03273
5-3-2-1-4;0.03273
4-5-2-1-3;0.03273
5-4-2-1-3;0.03273
3-4-5-1-2;0.03258
3-5-4-1-2;0.03258
4-3-5-1-2;0.03254
5-3-4-1-2;0.03254
4-5-3-1-2;0.03264
5-4-3-1-2;0.03264
2-3-4-5-1;0.03278
2-3-5-4-1;0.03278
2-4-3-5-1;0.03290
2-5-3-4-1;0.03290
2-4-5-3-1;0.03284
2-5-4-3-1;0.03284
3-2-4-5-1;0.03284
3-2-5-4-1;0.03284
4-2-3-5-1;0.03289
5-2-3-4-1;0.03289
4-2-5-3-1;0.03278
5-2-4-3-1;0.03278
3-4-2-5-1;0.03304
3-5-2-4-1;0.03304
4-3-2-5-1;0.03306
5-3-2-4-1;0.03306
4-5-2-3-1;0.03305
5-4-2-3-1;0.03305
3-4-5-2-1;0.03286
3-5-4-2-1;0.03286
4-3-5-2-1;0.03283
5-3-4-2-1;0.03283
4-5-3-2-1;0.03297
5-4-3-2-1;0.03297
