;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;12
1-2-3-5-4;12
1-2-4-3-5;9
1-2-5-3-4;9
1-2-4-5-3;11
1-2-5-4-3;11
1-3-2-4-5;12
1-3-2-5-4;12
1-4-2-3-5;11
1-5-2-3-4;11
1-4-2-5-3;11
1-5-2-4-3;11
1-3-4-2-5;8
1-3-5-2-4;8
1-4-3-2-5;8
1-5-3-2-4;8
1-4-5-2-3;8
1-5-4-2-3;8
1-3-4-5-2;10
1-3-5-4-2;10
1-4-3-5-2;10
1-5-3-4-2;10
1-4-5-3-2;9
1-5-4-3-2;9
2-1-3-4-5;12
2-1-3-5-4;12
2-1-4-3-5;9
2-1-5-3-4;9
2-1-4-5-3;11
2-1-5-4-3;11
3-1-2-4-5;12
3-1-2-5-4;12
4-1-2-3-5;12
5-1-2-3-4;12
4-1-2-5-3;12
5-1-2-4-3;12
3-1-4-2-5;9
3-1-5-2-4;9
4-1-3-2-5;9
5-1-3-2-4;9
4-1-5-2-3;9
5-1-4-2-3;9
3-1-4-5-2;11
3-1-5-4-2;11
4-1-3-5-2;11
5-1-3-4-2;11
4-1-5-3-2;11
5-1-4-3-2;11
2-3-1-4-5;11
2-3-1-5-4;11
2-4-1-3-5;10
2-5-1-3-4;10
2-4-1-5-3;10
2-5-1-4-3;10
3-2-1-4-5;11
3-2-1-5-4;11
4-2-1-3-5;11
5-2-1-3-4;11
4-2-1-5-3;11
5-2-1-4-3;11
3-4-1-2-5;10
3-5-1-2-4;10
4-3-1-2-5;11
5-3-1-2-4;11
4-5-1-2-3;10
5-4-1-2-3;10
3-4-1-5-2;10
3-5-1-4-2;10
4-3-1-5-2;11
5-3-1-4-2;11
4-5-1-3-2;10
5-4-1-3-2;10
2-3-4-1-5;8
2-3-5-1-4;8
2-4-3-1-5;8
2-5-3-1-4;8
2-4-5-1-3;8
2-5-4-1-3;8
3-2-4-1-5;9
3-2-5-1-4;9
4-2-3-1-5;9
5-2-3-1-4;9
4-2-5-1-3;9
5-2-4-1-3;9
3-4-2-1-5;8
3-5-2-1-4;8
4-3-2-1-5;9
5-3-2-1-4;9
4-5-2-1-3;8
5-4-2-1-3;8
3-4-5-1-2;8
3-5-4-1-2;8
4-3-5-1-2;10
5-3-4-1-2;10
4-5-3-1-2;9
5-4-3-1-2;9
2-3-4-5-1;10
2-3-5-4-1;10
2-4-3-5-1;10
2-5-3-4-1;10
2-4-5-3-1;9
2-5-4-3-1;9
3-2-4-5-1;11
3-2-5-4-1;11
4-2-3-5-1;11
5-2-3-4-1;11
4-2-5-3-1;11
5-2-4-3-1;11
3-4-2-5-1;10
3-5-2-4-1;10
4-3-2-5-1;11
5-3-2-4-1;11
4-5-2-3-1;10
5-4-2-3-1;10
3-4-5-2-1;9
3-5-4-2-1;9
4-3-5-2-1;11
5-3-4-2-1;11
4-5-3-2-1;10
5-4-3-2-1;10
