;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.08043
1-2-3-5-4;0.08043
1-2-4-3-5;0.07778
1-2-5-3-4;0.07778
1-2-4-5-3;0.08255
1-2-5-4-3;0.08255
1-3-2-4-5;0.08043
1-3-2-5-4;0.08043
1-4-2-3-5;0.07381
1-5-2-3-4;0.07381
1-4-2-5-3;0.07381
1-5-2-4-3;0.07381
1-3-4-2-5;0.07536
1-3-5-2-4;0.07536
1-4-3-2-5;0.06079
1-5-3-2-4;0.06079
1-4-5-2-3;0.06079
1-5-4-2-3;0.06079
1-3-4-5-2;0.07552
1-3-5-4-2;0.07552
1-4-3-5-2;0.07552
1-5-3-4-2;0.07552
1-4-5-3-2;0.07317
1-5-4-3-2;0.07317
2-1-3-4-5;0.07391
2-1-3-5-4;0.07391
2-1-4-3-5;0.06944
2-1-5-3-4;0.06944
2-1-4-5-3;0.07547
2-1-5-4-3;0.07547
3-1-2-4-5;0.07391
3-1-2-5-4;0.07391
4-1-2-3-5;0.07391
5-1-2-3-4;0.07391
4-1-2-5-3;0.07391
5-1-2-4-3;0.07391
3-1-4-2-5;0.06944
3-1-5-2-4;0.06944
4-1-3-2-5;0.06944
5-1-3-2-4;0.06944
4-1-5-2-3;0.06944
5-1-4-2-3;0.06944
3-1-4-5-2;0.07547
3-1-5-4-2;0.07547
4-1-3-5-2;0.07547
5-1-3-4-2;0.07547
4-1-5-3-2;0.07547
5-1-4-3-2;0.07547
2-3-1-4-5;0.07569
2-3-1-5-4;0.07569
2-4-1-3-5;0.06818
2-5-1-3-4;0.06818
2-4-1-5-3;0.06818
2-5-1-4-3;0.06818
3-2-1-4-5;0.07569
3-2-1-5-4;0.07569
4-2-1-3-5;0.07569
5-2-1-3-4;0.07569
4-2-1-5-3;0.07569
5-2-1-4-3;0.07569
3-4-1-2-5;0.07323
3-5-1-2-4;0.07323
4-3-1-2-5;0.08028
5-3-1-2-4;0.08028
4-5-1-2-3;0.06522
5-4-1-2-3;0.06522
3-4-1-5-2;0.06818
3-5-1-4-2;0.06818
4-3-1-5-2;0.07569
5-3-1-4-2;0.07569
4-5-1-3-2;0.05978
5-4-1-3-2;0.05978
2-3-4-1-5;0.06667
2-3-5-1-4;0.06667
2-4-3-1-5;0.05167
2-5-3-1-4;0.05167
2-4-5-1-3;0.05167
2-5-4-1-3;0.05167
3-2-4-1-5;0.07222
3-2-5-1-4;0.07222
4-2-3-1-5;0.07222
5-2-3-1-4;0.07222
4-2-5-1-3;0.07222
5-2-4-1-3;0.07222
3-4-2-1-5;0.06563
3-5-2-1-4;0.06563
4-3-2-1-5;0.07500
5-3-2-1-4;0.07500
4-5-2-1-3;0.05479
5-4-2-1-3;0.05479
3-4-5-1-2;0.05775
3-5-4-1-2;0.05775
4-3-5-1-2;0.07292
5-3-4-1-2;0.07292
4-5-3-1-2;0.05556
5-4-3-1-2;0.05556
2-3-4-5-1;0.06771
2-3-5-4-1;0.06771
2-4-3-5-1;0.06771
2-5-3-4-1;0.06771
2-4-5-3-1;0.06504
2-5-4-3-1;0.06504
3-2-4-5-1;0.07547
3-2-5-4-1;0.07547
4-2-3-5-1;0.07547
5-2-3-4-1;0.07547
4-2-5-3-1;0.07547
5-2-4-3-1;0.07547
3-4-2-5-1;0.06888
3-5-2-4-1;0.06888
4-3-2-5-1;0.07639
5-3-2-4-1;0.07639
4-5-2-3-1;0.06044
5-4-2-3-1;0.06044
3-4-5-2-1;0.07046
3-5-4-2-1;0.07046
4-3-5-2-1;0.08255
5-3-4-2-1;0.08255
4-5-3-2-1;0.06868
5-4-3-2-1;0.06868
