;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;8644618
1-2-3-5-4;8644618
1-2-4-3-5;8664011
1-2-5-3-4;8664011
1-2-4-5-3;8640204
1-2-5-4-3;8640204
1-3-2-4-5;8729889
1-3-2-5-4;8729889
1-4-2-3-5;8694905
1-5-2-3-4;8694905
1-4-2-5-3;8700177
1-5-2-4-3;8700177
1-3-4-2-5;8675702
1-3-5-2-4;8675702
1-4-3-2-5;8659129
1-5-3-2-4;8659129
1-4-5-2-3;8655069
1-5-4-2-3;8655069
1-3-4-5-2;8620125
1-3-5-4-2;8620125
1-4-3-5-2;8655013
1-5-3-4-2;8655013
1-4-5-3-2;8624082
1-5-4-3-2;8624082
2-1-3-4-5;8653579
2-1-3-5-4;8653579
2-1-4-3-5;8670931
2-1-5-3-4;8670931
2-1-4-5-3;8653275
2-1-5-4-3;8653275
3-1-2-4-5;8713489
3-1-2-5-4;8713489
4-1-2-3-5;8725707
5-1-2-3-4;8725707
4-1-2-5-3;8692523
5-1-2-4-3;8692523
3-1-4-2-5;8696721
3-1-5-2-4;8696721
4-1-3-2-5;8688249
5-1-3-2-4;8688249
4-1-5-2-3;8685545
5-1-4-2-3;8685545
3-1-4-5-2;8654017
3-1-5-4-2;8654017
4-1-3-5-2;8717912
5-1-3-4-2;8717912
4-1-5-3-2;8682404
5-1-4-3-2;8682404
2-3-1-4-5;8698345
2-3-1-5-4;8698345
2-4-1-3-5;8646406
2-5-1-3-4;8646406
2-4-1-5-3;8661582
2-5-1-4-3;8661582
3-2-1-4-5;8707549
3-2-1-5-4;8707549
4-2-1-3-5;8711041
5-2-1-3-4;8711041
4-2-1-5-3;8686546
5-2-1-4-3;8686546
3-4-1-2-5;8646452
3-5-1-2-4;8646452
4-3-1-2-5;8690084
5-3-1-2-4;8690084
4-5-1-2-3;8627859
5-4-1-2-3;8627859
3-4-1-5-2;8663631
3-5-1-4-2;8663631
4-3-1-5-2;8663966
5-3-1-4-2;8663966
4-5-1-3-2;8622354
5-4-1-3-2;8622354
2-3-4-1-5;8605519
2-3-5-1-4;8605519
2-4-3-1-5;8591141
2-5-3-1-4;8591141
2-4-5-1-3;8583167
2-5-4-1-3;8583167
3-2-4-1-5;8637012
3-2-5-1-4;8637012
4-2-3-1-5;8648760
5-2-3-1-4;8648760
4-2-5-1-3;8625905
5-2-4-1-3;8625905
3-4-2-1-5;8658365
3-5-2-1-4;8658365
4-3-2-1-5;8690587
5-3-2-1-4;8690587
4-5-2-1-3;8639875
5-4-2-1-3;8639875
3-4-5-1-2;8569633
3-5-4-1-2;8569633
4-3-5-1-2;8573730
5-3-4-1-2;8573730
4-5-3-1-2;8633791
5-4-3-1-2;8633791
2-3-4-5-1;8611559
2-3-5-4-1;8611559
2-4-3-5-1;8626140
2-5-3-4-1;8626140
2-4-5-3-1;8595142
2-5-4-3-1;8595142
3-2-4-5-1;8643582
3-2-5-4-1;8643582
4-2-3-5-1;8689479
5-2-3-4-1;8689479
4-2-5-3-1;8654106
5-2-4-3-1;8654106
3-4-2-5-1;8661074
3-5-2-4-1;8661074
4-3-2-5-1;8662668
5-3-2-4-1;8662668
4-5-2-3-1;8625641
5-4-2-3-1;8625641
3-4-5-2-1;8610148
3-5-4-2-1;8610148
4-3-5-2-1;8614087
5-3-4-2-1;8614087
4-5-3-2-1;8674198
5-4-3-2-1;8674198
