;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.07463
1-2-3-5-4;0.07463
1-2-4-3-5;0.06000
1-2-5-3-4;0.06000
1-2-4-5-3;0.06965
1-2-5-4-3;0.06965
1-3-2-4-5;0.07538
1-3-2-5-4;0.07538
1-4-2-3-5;0.07143
1-5-2-3-4;0.07143
1-4-2-5-3;0.07071
1-5-2-4-3;0.07071
1-3-4-2-5;0.05500
1-3-5-2-4;0.05500
1-4-3-2-5;0.05584
1-5-3-2-4;0.05584
1-4-5-2-3;0.05528
1-5-4-2-3;0.05528
1-3-4-5-2;0.06500
1-3-5-4-2;0.06500
1-4-3-5-2;0.06468
1-5-3-4-2;0.06468
1-4-5-3-2;0.06000
1-5-4-3-2;0.06000
2-1-3-4-5;0.07576
2-1-3-5-4;0.07576
2-1-4-3-5;0.06091
2-1-5-3-4;0.06091
2-1-4-5-3;0.07071
2-1-5-4-3;0.07071
3-1-2-4-5;0.07576
3-1-2-5-4;0.07576
4-1-2-3-5;0.07614
5-1-2-3-4;0.07614
4-1-2-5-3;0.07614
5-1-2-4-3;0.07614
3-1-4-2-5;0.06091
3-1-5-2-4;0.06091
4-1-3-2-5;0.06122
5-1-3-2-4;0.06122
4-1-5-2-3;0.06122
5-1-4-2-3;0.06122
3-1-4-5-2;0.07071
3-1-5-4-2;0.07071
4-1-3-5-2;0.07107
5-1-3-4-2;0.07107
4-1-5-3-2;0.07107
5-1-4-3-2;0.07107
2-3-1-4-5;0.07107
2-3-1-5-4;0.07107
2-4-1-3-5;0.06701
2-5-1-3-4;0.06701
2-4-1-5-3;0.06633
2-5-1-4-3;0.06633
3-2-1-4-5;0.07179
3-2-1-5-4;0.07179
4-2-1-3-5;0.07216
5-2-1-3-4;0.07216
4-2-1-5-3;0.07216
5-2-1-4-3;0.07216
3-4-1-2-5;0.06701
3-5-1-2-4;0.06701
4-3-1-2-5;0.07216
5-3-1-2-4;0.07216
4-5-1-2-3;0.06186
5-4-1-2-3;0.06186
3-4-1-5-2;0.06667
3-5-1-4-2;0.06667
4-3-1-5-2;0.07216
5-3-1-4-2;0.07216
4-5-1-3-2;0.06186
5-4-1-3-2;0.06186
2-3-4-1-5;0.05500
2-3-5-1-4;0.05500
2-4-3-1-5;0.05584
2-5-3-1-4;0.05584
2-4-5-1-3;0.05528
2-5-4-1-3;0.05528
3-2-4-1-5;0.06061
3-2-5-1-4;0.06061
4-2-3-1-5;0.06091
5-2-3-1-4;0.06091
4-2-5-1-3;0.06091
5-2-4-1-3;0.06091
3-4-2-1-5;0.05670
3-5-2-1-4;0.05670
4-3-2-1-5;0.06186
5-3-2-1-4;0.06186
4-5-2-1-3;0.05155
5-4-2-1-3;0.05155
3-4-5-1-2;0.05556
3-5-4-1-2;0.05556
4-3-5-1-2;0.06533
5-3-4-1-2;0.06533
4-5-3-1-2;0.05584
5-4-3-1-2;0.05584
2-3-4-5-1;0.06566
2-3-5-4-1;0.06566
2-4-3-5-1;0.06533
2-5-3-4-1;0.06533
2-4-5-3-1;0.06061
2-5-4-3-1;0.06061
3-2-4-5-1;0.07035
3-2-5-4-1;0.07035
4-2-3-5-1;0.07071
5-2-3-4-1;0.07071
4-2-5-3-1;0.07071
5-2-4-3-1;0.07071
3-4-2-5-1;0.06566
3-5-2-4-1;0.06566
4-3-2-5-1;0.07107
5-3-2-4-1;0.07107
4-5-2-3-1;0.06091
5-4-2-3-1;0.06091
3-4-5-2-1;0.06061
3-5-4-2-1;0.06061
4-3-5-2-1;0.07035
5-3-4-2-1;0.07035
4-5-3-2-1;0.06091
5-4-3-2-1;0.06091
