;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.20421
1-2-3-5-4;0.20421
1-2-4-3-5;0.20124
1-2-5-3-4;0.20124
1-2-4-5-3;0.19939
1-2-5-4-3;0.19939
1-3-2-4-5;0.20055
1-3-2-5-4;0.20055
1-4-2-3-5;0.19522
1-5-2-3-4;0.19522
1-4-2-5-3;0.19405
1-5-2-4-3;0.19405
1-3-4-2-5;0.19731
1-3-5-2-4;0.19731
1-4-3-2-5;0.19463
1-5-3-2-4;0.19463
1-4-5-2-3;0.18637
1-5-4-2-3;0.18637
1-3-4-5-2;0.19358
1-3-5-4-2;0.19358
1-4-3-5-2;0.19241
1-5-3-4-2;0.19241
1-4-5-3-2;0.18554
1-5-4-3-2;0.18554
2-1-3-4-5;0.20886
2-1-3-5-4;0.20886
2-1-4-3-5;0.20637
2-1-5-3-4;0.20637
2-1-4-5-3;0.20433
2-1-5-4-3;0.20433
3-1-2-4-5;0.20931
3-1-2-5-4;0.20931
4-1-2-3-5;0.21234
5-1-2-3-4;0.21234
4-1-2-5-3;0.21133
5-1-2-4-3;0.21133
3-1-4-2-5;0.20581
3-1-5-2-4;0.20581
4-1-3-2-5;0.21178
5-1-3-2-4;0.21178
4-1-5-2-3;0.20581
5-1-4-2-3;0.20581
3-1-4-5-2;0.20364
3-1-5-4-2;0.20364
4-1-3-5-2;0.20976
5-1-3-4-2;0.20976
4-1-5-3-2;0.20558
5-1-4-3-2;0.20558
2-3-1-4-5;0.19882
2-3-1-5-4;0.19882
2-4-1-3-5;0.19358
2-5-1-3-4;0.19358
2-4-1-5-3;0.19229
2-5-1-4-3;0.19229
3-2-1-4-5;0.20478
3-2-1-5-4;0.20478
4-2-1-3-5;0.20785
5-2-1-3-4;0.20785
4-2-1-5-3;0.20694
5-2-1-4-3;0.20694
3-4-1-2-5;0.19147
3-5-1-2-4;0.19147
4-3-1-2-5;0.20330
5-3-1-2-4;0.20330
4-5-1-2-3;0.17794
5-4-1-2-3;0.17794
3-4-1-5-2;0.18756
3-5-1-4-2;0.18756
4-3-1-5-2;0.19778
5-3-1-4-2;0.19778
4-5-1-3-2;0.17721
5-4-1-3-2;0.17721
2-3-4-1-5;0.19731
2-3-5-1-4;0.19731
2-4-3-1-5;0.19463
2-5-3-1-4;0.19463
2-4-5-1-3;0.18649
2-5-4-1-3;0.18649
3-2-4-1-5;0.20410
3-2-5-1-4;0.20410
4-2-3-1-5;0.21021
5-2-3-1-4;0.21021
4-2-5-1-3;0.20421
5-2-4-1-3;0.20421
3-4-2-1-5;0.19194
3-5-2-1-4;0.19194
4-3-2-1-5;0.20364
5-3-2-1-4;0.20364
4-5-2-1-3;0.17806
5-4-2-1-3;0.17806
3-4-5-1-2;0.18542
3-5-4-1-2;0.18542
4-3-5-1-2;0.19882
5-3-4-1-2;0.19882
4-5-3-1-2;0.17599
5-4-3-1-2;0.17599
2-3-4-5-1;0.19229
2-3-5-4-1;0.19229
2-4-3-5-1;0.19111
2-5-3-4-1;0.19111
2-4-5-3-1;0.18410
2-5-4-3-1;0.18410
3-2-4-5-1;0.20032
3-2-5-4-1;0.20032
4-2-3-5-1;0.20603
5-2-3-4-1;0.20603
4-2-5-3-1;0.20204
5-2-4-3-1;0.20204
3-4-2-5-1;0.18590
3-5-2-4-1;0.18590
4-3-2-5-1;0.19615
5-3-2-4-1;0.19615
4-5-2-3-1;0.17575
5-4-2-3-1;0.17575
3-4-5-2-1;0.18410
3-5-4-2-1;0.18410
4-3-5-2-1;0.19766
5-3-4-2-1;0.19766
4-5-3-2-1;0.17501
5-4-3-2-1;0.17501
