;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.15836
1-2-3-5-4;0.15836
1-2-4-3-5;0.16166
1-2-5-3-4;0.16166
1-2-4-5-3;0.16483
1-2-5-4-3;0.16483
1-3-2-4-5;0.15871
1-3-2-5-4;0.15871
1-4-2-3-5;0.15880
1-5-2-3-4;0.15880
1-4-2-5-3;0.16174
1-5-2-4-3;0.16174
1-3-4-2-5;0.16242
1-3-5-2-4;0.16242
1-4-3-2-5;0.16027
1-5-3-2-4;0.16027
1-4-5-2-3;0.16682
1-5-4-2-3;0.16682
1-3-4-5-2;0.16763
1-3-5-4-2;0.16763
1-4-3-5-2;0.16401
1-5-3-4-2;0.16401
1-4-5-3-2;0.16765
1-5-4-3-2;0.16765
2-1-3-4-5;0.15734
2-1-3-5-4;0.15734
2-1-4-3-5;0.16064
2-1-5-3-4;0.16064
2-1-4-5-3;0.16375
2-1-5-4-3;0.16375
3-1-2-4-5;0.15557
3-1-2-5-4;0.15557
4-1-2-3-5;0.15341
5-1-2-3-4;0.15341
4-1-2-5-3;0.15523
5-1-2-4-3;0.15523
3-1-4-2-5;0.15992
3-1-5-2-4;0.15992
4-1-3-2-5;0.15506
5-1-3-2-4;0.15506
4-1-5-2-3;0.15905
5-1-4-2-3;0.15905
3-1-4-5-2;0.16381
3-1-5-4-2;0.16381
4-1-3-5-2;0.15793
5-1-3-4-2;0.15793
4-1-5-3-2;0.16032
5-1-4-3-2;0.16032
2-3-1-4-5;0.15817
2-3-1-5-4;0.15817
2-4-1-3-5;0.15846
2-5-1-3-4;0.15846
2-4-1-5-3;0.16135
2-5-1-4-3;0.16135
3-2-1-4-5;0.15671
3-2-1-5-4;0.15671
4-2-1-3-5;0.15463
5-2-1-3-4;0.15463
4-2-1-5-3;0.15634
5-2-1-4-3;0.15634
3-4-1-2-5;0.15898
3-5-1-2-4;0.15898
4-3-1-2-5;0.15575
5-3-1-2-4;0.15575
4-5-1-2-3;0.16622
5-4-1-2-3;0.16622
3-4-1-5-2;0.16293
3-5-1-4-2;0.16293
4-3-1-5-2;0.16014
5-3-1-4-2;0.16014
4-5-1-3-2;0.16713
5-4-1-3-2;0.16713
2-3-4-1-5;0.16233
2-3-5-1-4;0.16233
2-4-3-1-5;0.16013
2-5-3-1-4;0.16013
2-4-5-1-3;0.16672
2-5-4-1-3;0.16672
3-2-4-1-5;0.16015
3-2-5-1-4;0.16015
4-2-3-1-5;0.15527
5-2-3-1-4;0.15527
4-2-5-1-3;0.15927
5-2-4-1-3;0.15927
3-4-2-1-5;0.15977
3-5-2-1-4;0.15977
4-3-2-1-5;0.15664
5-3-2-1-4;0.15664
4-5-2-1-3;0.16697
5-4-2-1-3;0.16697
3-4-5-1-2;0.16778
3-5-4-1-2;0.16778
4-3-5-1-2;0.16215
5-3-4-1-2;0.16215
4-5-3-1-2;0.16834
5-4-3-1-2;0.16834
2-3-4-5-1;0.16820
2-3-5-4-1;0.16820
2-4-3-5-1;0.16468
2-5-3-4-1;0.16468
2-4-5-3-1;0.16831
2-5-4-3-1;0.16831
3-2-4-5-1;0.16511
3-2-5-4-1;0.16511
4-2-3-5-1;0.15908
5-2-3-4-1;0.15908
4-2-5-3-1;0.16154
5-2-4-3-1;0.16154
3-4-2-5-1;0.16423
3-5-2-4-1;0.16423
4-3-2-5-1;0.16144
5-3-2-4-1;0.16144
4-5-2-3-1;0.16870
5-4-2-3-1;0.16870
3-4-5-2-1;0.16801
3-5-4-2-1;0.16801
4-3-5-2-1;0.16236
5-3-4-2-1;0.16236
4-5-3-2-1;0.16856
5-4-3-2-1;0.16856
