;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.69868
1-2-3-5-4;0.69868
1-2-4-3-5;0.69699
1-2-5-3-4;0.69699
1-2-4-5-3;0.69683
1-2-5-4-3;0.69683
1-3-2-4-5;0.70090
1-3-2-5-4;0.70090
1-4-2-3-5;0.70347
1-5-2-3-4;0.70347
1-4-2-5-3;0.70221
1-5-2-4-3;0.70221
1-3-4-2-5;0.69895
1-3-5-2-4;0.69895
1-4-3-2-5;0.70164
1-5-3-2-4;0.70164
1-4-5-2-3;0.70138
1-5-4-2-3;0.70138
1-3-4-5-2;0.69854
1-3-5-4-2;0.69854
1-4-3-5-2;0.70146
1-5-3-4-2;0.70146
1-4-5-3-2;0.70201
1-5-4-3-2;0.70201
2-1-3-4-5;0.69655
2-1-3-5-4;0.69655
2-1-4-3-5;0.69451
2-1-5-3-4;0.69451
2-1-4-5-3;0.69458
2-1-5-4-3;0.69458
3-1-2-4-5;0.69789
3-1-2-5-4;0.69789
4-1-2-3-5;0.69712
5-1-2-3-4;0.69712
4-1-2-5-3;0.69610
5-1-2-4-3;0.69610
3-1-4-2-5;0.69473
3-1-5-2-4;0.69473
4-1-3-2-5;0.69542
5-1-3-2-4;0.69542
4-1-5-2-3;0.69620
5-1-4-2-3;0.69620
3-1-4-5-2;0.69543
3-1-5-4-2;0.69543
4-1-3-5-2;0.69566
5-1-3-4-2;0.69566
4-1-5-3-2;0.69589
5-1-4-3-2;0.69589
2-3-1-4-5;0.70276
2-3-1-5-4;0.70276
2-4-1-3-5;0.70499
2-5-1-3-4;0.70499
2-4-1-5-3;0.70393
2-5-1-4-3;0.70393
3-2-1-4-5;0.69943
3-2-1-5-4;0.69943
4-2-1-3-5;0.69868
5-2-1-3-4;0.69868
4-2-1-5-3;0.69751
5-2-1-4-3;0.69751
3-4-1-2-5;0.70425
3-5-1-2-4;0.70425
4-3-1-2-5;0.69979
5-3-1-2-4;0.69979
4-5-1-2-3;0.70598
5-4-1-2-3;0.70598
3-4-1-5-2;0.70622
3-5-1-4-2;0.70622
4-3-1-5-2;0.70135
5-3-1-4-2;0.70135
4-5-1-3-2;0.70695
5-4-1-3-2;0.70695
2-3-4-1-5;0.69732
2-3-5-1-4;0.69732
2-4-3-1-5;0.70014
2-5-3-1-4;0.70014
2-4-5-1-3;0.69973
2-5-4-1-3;0.69973
3-2-4-1-5;0.69495
3-2-5-1-4;0.69495
4-2-3-1-5;0.69553
5-2-3-1-4;0.69553
4-2-5-1-3;0.69632
5-2-4-1-3;0.69632
3-4-2-1-5;0.70159
3-5-2-1-4;0.70159
4-3-2-1-5;0.69721
5-3-2-1-4;0.69721
4-5-2-1-3;0.70360
5-4-2-1-3;0.70360
3-4-5-1-2;0.70058
3-5-4-1-2;0.70058
4-3-5-1-2;0.69811
5-3-4-1-2;0.69811
4-5-3-1-2;0.70504
5-4-3-1-2;0.70504
2-3-4-5-1;0.69973
2-3-5-4-1;0.69973
2-4-3-5-1;0.70275
2-5-3-4-1;0.70275
2-4-5-3-1;0.70319
2-5-4-3-1;0.70319
3-2-4-5-1;0.69719
3-2-5-4-1;0.69719
4-2-3-5-1;0.69773
5-2-3-4-1;0.69773
4-2-5-3-1;0.69778
5-2-4-3-1;0.69778
3-4-2-5-1;0.70605
3-5-2-4-1;0.70605
4-3-2-5-1;0.70130
5-3-2-4-1;0.70130
4-5-2-3-1;0.70629
5-4-2-3-1;0.70629
3-4-5-2-1;0.70211
3-5-4-2-1;0.70211
4-3-5-2-1;0.69956
5-3-4-2-1;0.69956
4-5-3-2-1;0.70653
5-4-3-2-1;0.70653
