;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;2657
1-2-3-5-4;2657
1-2-4-3-5;2546
1-2-5-3-4;2546
1-2-4-5-3;2507
1-2-5-4-3;2507
1-3-2-4-5;2691
1-3-2-5-4;2691
1-4-2-3-5;2745
1-5-2-3-4;2745
1-4-2-5-3;2665
1-5-2-4-3;2665
1-3-4-2-5;2531
1-3-5-2-4;2531
1-4-3-2-5;2701
1-5-3-2-4;2701
1-4-5-2-3;2474
1-5-4-2-3;2474
1-3-4-5-2;2461
1-3-5-4-2;2461
1-4-3-5-2;2670
1-5-3-4-2;2670
1-4-5-3-2;2502
1-5-4-3-2;2502
2-1-3-4-5;2645
2-1-3-5-4;2645
2-1-4-3-5;2534
2-1-5-3-4;2534
2-1-4-5-3;2495
2-1-5-4-3;2495
3-1-2-4-5;2693
3-1-2-5-4;2693
4-1-2-3-5;2706
5-1-2-3-4;2706
4-1-2-5-3;2730
5-1-2-4-3;2730
3-1-4-2-5;2520
3-1-5-2-4;2520
4-1-3-2-5;2607
5-1-3-2-4;2607
4-1-5-2-3;2573
5-1-4-2-3;2573
3-1-4-5-2;2475
3-1-5-4-2;2475
4-1-3-5-2;2617
5-1-3-4-2;2617
4-1-5-3-2;2544
5-1-4-3-2;2544
2-3-1-4-5;2714
2-3-1-5-4;2714
2-4-1-3-5;2768
2-5-1-3-4;2768
2-4-1-5-3;2688
2-5-1-4-3;2688
3-2-1-4-5;2737
3-2-1-5-4;2737
4-2-1-3-5;2750
5-2-1-3-4;2750
4-2-1-5-3;2774
5-2-1-4-3;2774
3-4-1-2-5;2748
3-5-1-2-4;2748
4-3-1-2-5;2698
5-3-1-2-4;2698
4-5-1-2-3;2666
5-4-1-2-3;2666
3-4-1-5-2;2676
3-5-1-4-2;2676
4-3-1-5-2;2664
5-3-1-4-2;2664
4-5-1-3-2;2637
5-4-1-3-2;2637
2-3-4-1-5;2533
2-3-5-1-4;2533
2-4-3-1-5;2703
2-5-3-1-4;2703
2-4-5-1-3;2476
2-5-4-1-3;2476
3-2-4-1-5;2530
3-2-5-1-4;2530
4-2-3-1-5;2617
5-2-3-1-4;2617
4-2-5-1-3;2583
5-2-4-1-3;2583
3-4-2-1-5;2735
3-5-2-1-4;2735
4-3-2-1-5;2685
5-3-2-1-4;2685
4-5-2-1-3;2653
5-4-2-1-3;2653
3-4-5-1-2;2490
3-5-4-1-2;2490
4-3-5-1-2;2548
5-3-4-1-2;2548
4-5-3-1-2;2592
5-4-3-1-2;2592
2-3-4-5-1;2448
2-3-5-4-1;2448
2-4-3-5-1;2657
2-5-3-4-1;2657
2-4-5-3-1;2489
2-5-4-3-1;2489
3-2-4-5-1;2468
3-2-5-4-1;2468
4-2-3-5-1;2610
5-2-3-4-1;2610
4-2-5-3-1;2537
5-2-4-3-1;2537
3-4-2-5-1;2678
3-5-2-4-1;2678
4-3-2-5-1;2664
5-3-2-4-1;2664
4-5-2-3-1;2637
5-4-2-3-1;2637
3-4-5-2-1;2489
3-5-4-2-1;2489
4-3-5-2-1;2547
5-3-4-2-1;2547
4-5-3-2-1;2591
5-4-3-2-1;2591
