;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.16839
1-2-3-5-4;0.16839
1-2-4-3-5;0.17362
1-2-5-3-4;0.17362
1-2-4-5-3;0.17546
1-2-5-4-3;0.17546
1-3-2-4-5;0.17017
1-3-2-5-4;0.17017
1-4-2-3-5;0.17058
1-5-2-3-4;0.17058
1-4-2-5-3;0.17402
1-5-2-4-3;0.17402
1-3-4-2-5;0.17491
1-3-5-2-4;0.17491
1-4-3-2-5;0.17230
1-5-3-2-4;0.17230
1-4-5-2-3;0.18198
1-5-4-2-3;0.18198
1-3-4-5-2;0.17920
1-3-5-4-2;0.17920
1-4-3-5-2;0.17597
1-5-3-4-2;0.17597
1-4-5-3-2;0.18216
1-5-4-3-2;0.18216
2-1-3-4-5;0.16655
2-1-3-5-4;0.16655
2-1-4-3-5;0.17164
2-1-5-3-4;0.17164
2-1-4-5-3;0.17352
2-1-5-4-3;0.17352
3-1-2-4-5;0.16546
3-1-2-5-4;0.16546
4-1-2-3-5;0.16255
5-1-2-3-4;0.16255
4-1-2-5-3;0.16432
5-1-2-4-3;0.16432
3-1-4-2-5;0.17134
3-1-5-2-4;0.17134
4-1-3-2-5;0.16451
5-1-3-2-4;0.16451
4-1-5-2-3;0.16977
5-1-4-2-3;0.16977
3-1-4-5-2;0.17338
3-1-5-4-2;0.17338
4-1-3-5-2;0.16664
5-1-3-4-2;0.16664
4-1-5-3-2;0.16981
5-1-4-3-2;0.16981
2-3-1-4-5;0.17083
2-3-1-5-4;0.17083
2-4-1-3-5;0.17122
2-5-1-3-4;0.17122
2-4-1-5-3;0.17469
2-5-1-4-3;0.17469
3-2-1-4-5;0.16812
3-2-1-5-4;0.16812
4-2-1-3-5;0.16519
5-2-1-3-4;0.16519
4-2-1-5-3;0.16695
5-2-1-4-3;0.16695
3-4-1-2-5;0.17298
3-5-1-2-4;0.17298
4-3-1-2-5;0.16743
5-3-1-2-4;0.16743
4-5-1-2-3;0.18460
5-4-1-2-3;0.18460
3-4-1-5-2;0.17688
3-5-1-4-2;0.17688
4-3-1-5-2;0.17220
5-3-1-4-2;0.17220
4-5-1-3-2;0.18462
5-4-1-3-2;0.18462
2-3-4-1-5;0.17577
2-3-5-1-4;0.17577
2-4-3-1-5;0.17302
2-5-3-1-4;0.17302
2-4-5-1-3;0.18283
2-5-4-1-3;0.18283
3-2-4-1-5;0.17228
3-2-5-1-4;0.17228
4-2-3-1-5;0.16541
5-2-3-1-4;0.16541
4-2-5-1-3;0.17068
5-2-4-1-3;0.17068
3-4-2-1-5;0.17404
3-5-2-1-4;0.17404
4-3-2-1-5;0.16851
5-3-2-1-4;0.16851
4-5-2-1-3;0.18561
5-4-2-1-3;0.18561
3-4-5-1-2;0.18410
3-5-4-1-2;0.18410
4-3-5-1-2;0.17458
5-3-4-1-2;0.17458
4-5-3-1-2;0.18712
5-4-3-1-2;0.18712
2-3-4-5-1;0.17978
2-3-5-4-1;0.17978
2-4-3-5-1;0.17669
2-5-3-4-1;0.17669
2-4-5-3-1;0.18293
2-5-4-3-1;0.18293
3-2-4-5-1;0.17512
3-2-5-4-1;0.17512
4-2-3-5-1;0.16814
5-2-3-4-1;0.16814
4-2-5-3-1;0.17143
5-2-4-3-1;0.17143
3-4-2-5-1;0.17827
3-5-2-4-1;0.17827
4-3-2-5-1;0.17342
5-3-2-4-1;0.17342
4-5-2-3-1;0.18643
5-4-2-3-1;0.18643
3-4-5-2-1;0.18366
3-5-4-2-1;0.18366
4-3-5-2-1;0.17425
5-3-4-2-1;0.17425
4-5-3-2-1;0.18675
5-4-3-2-1;0.18675
