;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.83333
1-2-3-5-4;0.83333
1-2-4-3-5;0.86014
1-2-5-3-4;0.86014
1-2-4-5-3;0.84028
1-2-5-4-3;0.84028
1-3-2-4-5;0.84507
1-3-2-5-4;0.84507
1-4-2-3-5;0.87050
1-5-2-3-4;0.87050
1-4-2-5-3;0.85816
1-5-2-4-3;0.85816
1-3-4-2-5;0.87324
1-3-5-2-4;0.87324
1-4-3-2-5;0.89209
1-5-3-2-4;0.89209
1-4-5-2-3;0.88571
1-5-4-2-3;0.88571
1-3-4-5-2;0.85915
1-3-5-4-2;0.85915
1-4-3-5-2;0.85315
1-5-3-4-2;0.85315
1-4-5-3-2;0.87234
1-5-4-3-2;0.87234
2-1-3-4-5;0.84507
2-1-3-5-4;0.84507
2-1-4-3-5;0.87234
2-1-5-3-4;0.87234
2-1-4-5-3;0.85211
2-1-5-4-3;0.85211
3-1-2-4-5;0.84507
3-1-2-5-4;0.84507
4-1-2-3-5;0.84507
5-1-2-3-4;0.84507
4-1-2-5-3;0.84507
5-1-2-4-3;0.84507
3-1-4-2-5;0.87234
3-1-5-2-4;0.87234
4-1-3-2-5;0.87234
5-1-3-2-4;0.87234
4-1-5-2-3;0.87234
5-1-4-2-3;0.87234
3-1-4-5-2;0.85211
3-1-5-4-2;0.85211
4-1-3-5-2;0.85211
5-1-3-4-2;0.85211
4-1-5-3-2;0.85211
5-1-4-3-2;0.85211
2-3-1-4-5;0.86429
2-3-1-5-4;0.86429
2-4-1-3-5;0.89051
2-5-1-3-4;0.89051
2-4-1-5-3;0.87770
2-5-1-4-3;0.87770
3-2-1-4-5;0.87050
3-2-1-5-4;0.87050
4-2-1-3-5;0.87050
5-2-1-3-4;0.87050
4-2-1-5-3;0.87050
5-2-1-4-3;0.87050
3-4-1-2-5;0.89051
3-5-1-2-4;0.89051
4-3-1-2-5;0.87050
5-3-1-2-4;0.87050
4-5-1-2-3;0.87770
5-4-1-2-3;0.87770
3-4-1-5-2;0.87770
3-5-1-4-2;0.87770
4-3-1-5-2;0.87050
5-3-1-4-2;0.87050
4-5-1-3-2;0.87770
5-4-1-3-2;0.87770
2-3-4-1-5;0.87324
2-3-5-1-4;0.87324
2-4-3-1-5;0.89209
2-5-3-1-4;0.89209
2-4-5-1-3;0.88571
2-5-4-1-3;0.88571
3-2-4-1-5;0.87234
3-2-5-1-4;0.87234
4-2-3-1-5;0.87234
5-2-3-1-4;0.87234
4-2-5-1-3;0.87234
5-2-4-1-3;0.87234
3-4-2-1-5;0.91176
3-5-2-1-4;0.91176
4-3-2-1-5;0.89130
5-3-2-1-4;0.89130
4-5-2-1-3;0.89855
5-4-2-1-3;0.89855
3-4-5-1-2;0.88571
3-5-4-1-2;0.88571
4-3-5-1-2;0.85915
5-3-4-1-2;0.85915
4-5-3-1-2;0.87857
5-4-3-1-2;0.87857
2-3-4-5-1;0.86525
2-3-5-4-1;0.86525
2-4-3-5-1;0.85915
2-5-3-4-1;0.85915
2-4-5-3-1;0.87857
2-5-4-3-1;0.87857
3-2-4-5-1;0.85211
3-2-5-4-1;0.85211
4-2-3-5-1;0.85211
5-2-3-4-1;0.85211
4-2-5-3-1;0.85211
5-2-4-3-1;0.85211
3-4-2-5-1;0.86525
3-5-2-4-1;0.86525
4-3-2-5-1;0.85816
5-3-2-4-1;0.85816
4-5-2-3-1;0.86525
5-4-2-3-1;0.86525
3-4-5-2-1;0.87857
3-5-4-2-1;0.87857
4-3-5-2-1;0.85211
5-3-4-2-1;0.85211
4-5-3-2-1;0.87143
5-4-3-2-1;0.87143
