;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;95549898
1-2-3-5-4;95549898
1-2-4-3-5;95512496
1-2-5-3-4;95512496
1-2-4-5-3;95284524
1-2-5-4-3;95284524
1-3-2-4-5;95684850
1-3-2-5-4;95684850
1-4-2-3-5;95629546
1-5-2-3-4;95629546
1-4-2-5-3;95614120
1-5-2-4-3;95614120
1-3-4-2-5;95578309
1-3-5-2-4;95578309
1-4-3-2-5;95546794
1-5-3-2-4;95546794
1-4-5-2-3;95473777
1-5-4-2-3;95473777
1-3-4-5-2;95218695
1-3-5-4-2;95218695
1-4-3-5-2;95406287
1-5-3-4-2;95406287
1-4-5-3-2;95369884
1-5-4-3-2;95369884
2-1-3-4-5;95561901
2-1-3-5-4;95561901
2-1-4-3-5;95516864
2-1-5-3-4;95516864
2-1-4-5-3;95321304
2-1-5-4-3;95321304
3-1-2-4-5;95737849
3-1-2-5-4;95737849
4-1-2-3-5;95750734
5-1-2-3-4;95750734
4-1-2-5-3;95647717
5-1-2-4-3;95647717
3-1-4-2-5;95584797
3-1-5-2-4;95584797
4-1-3-2-5;95668990
5-1-3-2-4;95668990
4-1-5-2-3;95517217
5-1-4-2-3;95517217
3-1-4-5-2;95279209
3-1-5-4-2;95279209
4-1-3-5-2;95468272
5-1-3-4-2;95468272
4-1-5-3-2;95343315
5-1-4-3-2;95343315
2-3-1-4-5;95839049
2-3-1-5-4;95839049
2-4-1-3-5;95692708
2-5-1-3-4;95692708
2-4-1-5-3;95721607
2-5-1-4-3;95721607
3-2-1-4-5;95904987
3-2-1-5-4;95904987
4-2-1-3-5;95874028
5-2-1-3-4;95874028
4-2-1-5-3;95814732
5-2-1-4-3;95814732
3-4-1-2-5;95790346
3-5-1-2-4;95790346
4-3-1-2-5;95869520
5-3-1-2-4;95869520
4-5-1-2-3;95629502
5-4-1-2-3;95629502
3-4-1-5-2;95731076
3-5-1-4-2;95731076
4-3-1-5-2;95769875
5-3-1-4-2;95769875
4-5-1-3-2;95599376
5-4-1-3-2;95599376
2-3-4-1-5;95683917
2-3-5-1-4;95683917
2-4-3-1-5;95644461
2-5-3-1-4;95644461
2-4-5-1-3;95570804
2-5-4-1-3;95570804
3-2-4-1-5;95697396
3-2-5-1-4;95697396
4-2-3-1-5;95779229
5-2-3-1-4;95779229
4-2-5-1-3;95629964
5-2-4-1-3;95629964
3-4-2-1-5;95715073
3-5-2-1-4;95715073
4-3-2-1-5;95755594
5-3-2-1-4;95755594
4-5-2-1-3;95554481
5-4-2-1-3;95554481
3-4-5-1-2;95461417
3-5-4-1-2;95461417
4-3-5-1-2;95469487
5-3-4-1-2;95469487
4-5-3-1-2;95570266
5-4-3-1-2;95570266
2-3-4-5-1;95195681
2-3-5-4-1;95195681
2-4-3-5-1;95367986
2-5-3-4-1;95367986
2-4-5-3-1;95331349
2-5-4-3-1;95331349
3-2-4-5-1;95294246
3-2-5-4-1;95294246
4-2-3-5-1;95483702
5-2-3-4-1;95483702
4-2-5-3-1;95358293
5-2-4-3-1;95358293
3-4-2-5-1;95479945
3-5-2-4-1;95479945
4-3-2-5-1;95518009
5-3-2-4-1;95518009
4-5-2-3-1;95374737
5-4-2-3-1;95374737
3-4-5-2-1;95367392
3-5-4-2-1;95367392
4-3-5-2-1;95376666
5-3-4-2-1;95376666
4-5-3-2-1;95466454
5-4-3-2-1;95466454
