;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.16819
1-2-3-5-4;0.16819
1-2-4-3-5;0.16727
1-2-5-3-4;0.16727
1-2-4-5-3;0.16440
1-2-5-4-3;0.16440
1-3-2-4-5;0.16547
1-3-2-5-4;0.16547
1-4-2-3-5;0.16279
1-5-2-3-4;0.16279
1-4-2-5-3;0.16151
1-5-2-4-3;0.16151
1-3-4-2-5;0.16473
1-3-5-2-4;0.16473
1-4-3-2-5;0.16353
1-5-3-2-4;0.16353
1-4-5-2-3;0.15826
1-5-4-2-3;0.15826
1-3-4-5-2;0.16023
1-3-5-4-2;0.16023
1-4-3-5-2;0.16009
1-5-3-4-2;0.16009
1-4-5-3-2;0.15663
1-5-4-3-2;0.15663
2-1-3-4-5;0.17130
2-1-3-5-4;0.17130
2-1-4-3-5;0.17071
2-1-5-3-4;0.17071
2-1-4-5-3;0.16766
2-1-5-4-3;0.16766
3-1-2-4-5;0.17169
3-1-2-5-4;0.17169
4-1-2-3-5;0.17458
5-1-2-3-4;0.17458
4-1-2-5-3;0.17373
5-1-2-4-3;0.17373
3-1-4-2-5;0.17130
3-1-5-2-4;0.17130
4-1-3-2-5;0.17510
5-1-3-2-4;0.17510
4-1-5-2-3;0.17077
5-1-4-2-3;0.17077
3-1-4-5-2;0.16693
3-1-5-4-2;0.16693
4-1-3-5-2;0.17189
5-1-3-4-2;0.17189
4-1-5-3-2;0.16972
5-1-4-3-2;0.16972
2-3-1-4-5;0.16420
2-3-1-5-4;0.16420
2-4-1-3-5;0.16165
2-5-1-3-4;0.16165
2-4-1-5-3;0.16023
2-5-1-4-3;0.16023
3-2-1-4-5;0.16892
3-2-1-5-4;0.16892
4-2-1-3-5;0.17169
5-2-1-3-4;0.17169
4-2-1-5-3;0.17110
5-2-1-4-3;0.17110
3-4-1-2-5;0.16205
3-5-1-2-4;0.16205
4-3-1-2-5;0.16972
5-3-1-2-4;0.16972
4-5-1-2-3;0.15362
5-4-1-2-3;0.15362
3-4-1-5-2;0.15663
3-5-1-4-2;0.15663
4-3-1-5-2;0.16406
5-3-1-4-2;0.16406
4-5-1-3-2;0.15197
5-4-1-3-2;0.15197
2-3-4-1-5;0.16640
2-3-5-1-4;0.16640
2-4-3-1-5;0.16513
2-5-3-1-4;0.16513
2-4-5-1-3;0.15996
2-5-4-1-3;0.15996
3-2-4-1-5;0.17084
3-2-5-1-4;0.17084
4-2-3-1-5;0.17477
5-2-3-1-4;0.17477
4-2-5-1-3;0.17044
5-2-4-1-3;0.17044
3-4-2-1-5;0.16406
3-5-2-1-4;0.16406
4-3-2-1-5;0.17156
5-3-2-1-4;0.17156
4-5-2-1-3;0.15540
5-4-2-1-3;0.15540
3-4-5-1-2;0.15806
3-5-4-1-2;0.15806
4-3-5-1-2;0.16593
5-3-4-1-2;0.16593
4-5-3-1-2;0.15280
5-4-3-1-2;0.15280
2-3-4-5-1;0.15860
2-3-5-4-1;0.15860
2-4-3-5-1;0.15826
2-5-3-4-1;0.15826
2-4-5-3-1;0.15492
2-5-4-3-1;0.15492
3-2-4-5-1;0.16406
3-2-5-4-1;0.16406
4-2-3-5-1;0.16886
5-2-3-4-1;0.16886
4-2-5-3-1;0.16680
5-2-4-3-1;0.16680
3-4-2-5-1;0.15547
3-5-2-4-1;0.15547
4-3-2-5-1;0.16279
5-3-2-4-1;0.16279
4-5-2-3-1;0.15100
5-4-2-3-1;0.15100
3-4-5-2-1;0.15622
3-5-4-2-1;0.15622
4-3-5-2-1;0.16420
5-3-4-2-1;0.16420
4-5-3-2-1;0.15100
5-4-3-2-1;0.15100
