;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;1493
1-2-3-5-4;1493
1-2-4-3-5;1462
1-2-5-3-4;1462
1-2-4-5-3;1445
1-2-5-4-3;1445
1-3-2-4-5;1460
1-3-2-5-4;1460
1-4-2-3-5;1411
1-5-2-3-4;1411
1-4-2-5-3;1404
1-5-2-4-3;1404
1-3-4-2-5;1426
1-3-5-2-4;1426
1-4-3-2-5;1404
1-5-3-2-4;1404
1-4-5-2-3;1328
1-5-4-2-3;1328
1-3-4-5-2;1393
1-3-5-4-2;1393
1-4-3-5-2;1386
1-5-3-4-2;1386
1-4-5-3-2;1323
1-5-4-3-2;1323
2-1-3-4-5;1540
2-1-3-5-4;1540
2-1-4-3-5;1513
2-1-5-3-4;1513
2-1-4-5-3;1494
2-1-5-4-3;1494
3-1-2-4-5;1544
3-1-2-5-4;1544
4-1-2-3-5;1572
5-1-2-3-4;1572
4-1-2-5-3;1563
5-1-2-4-3;1563
3-1-4-2-5;1507
3-1-5-2-4;1507
4-1-3-2-5;1563
5-1-3-2-4;1563
4-1-5-2-3;1508
5-1-4-2-3;1508
3-1-4-5-2;1486
3-1-5-4-2;1486
4-1-3-5-2;1544
5-1-3-4-2;1544
4-1-5-3-2;1508
5-1-4-3-2;1508
2-3-1-4-5;1444
2-3-1-5-4;1444
2-4-1-3-5;1396
2-5-1-3-4;1396
2-4-1-5-3;1388
2-5-1-4-3;1388
3-2-1-4-5;1499
3-2-1-5-4;1499
4-2-1-3-5;1527
5-2-1-3-4;1527
4-2-1-5-3;1519
5-2-1-4-3;1519
3-4-1-2-5;1374
3-5-1-2-4;1374
4-3-1-2-5;1483
5-3-1-2-4;1483
4-5-1-2-3;1256
5-4-1-2-3;1256
3-4-1-5-2;1345
3-5-1-4-2;1345
4-3-1-5-2;1431
5-3-1-4-2;1431
4-5-1-3-2;1251
5-4-1-3-2;1251
2-3-4-1-5;1426
2-3-5-1-4;1426
2-4-3-1-5;1403
2-5-3-1-4;1403
2-4-5-1-3;1329
2-5-4-1-3;1329
3-2-4-1-5;1492
3-2-5-1-4;1492
4-2-3-1-5;1549
5-2-3-1-4;1549
4-2-5-1-3;1494
5-2-4-1-3;1494
3-4-2-1-5;1375
3-5-2-1-4;1375
4-3-2-1-5;1483
5-3-2-1-4;1483
4-5-2-1-3;1254
5-4-2-1-3;1254
3-4-5-1-2;1323
3-5-4-1-2;1323
4-3-5-1-2;1441
5-3-4-1-2;1441
4-5-3-1-2;1237
5-4-3-1-2;1237
2-3-4-5-1;1383
2-3-5-4-1;1383
2-4-3-5-1;1376
2-5-3-4-1;1376
2-4-5-3-1;1312
2-5-4-3-1;1312
3-2-4-5-1;1451
3-2-5-4-1;1451
4-2-3-5-1;1505
5-2-3-4-1;1505
4-2-5-3-1;1471
5-2-4-3-1;1471
3-4-2-5-1;1329
3-5-2-4-1;1329
4-3-2-5-1;1416
5-3-2-4-1;1416
4-5-2-3-1;1238
5-4-2-3-1;1238
3-4-5-2-1;1313
3-5-4-2-1;1313
4-3-5-2-1;1432
5-3-4-2-1;1432
4-5-3-2-1;1230
5-4-3-2-1;1230
