;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;94
1-2-3-5-4;94
1-2-4-3-5;61
1-2-5-3-4;61
1-2-4-5-3;82
1-2-5-4-3;82
1-3-2-4-5;94
1-3-2-5-4;94
1-4-2-3-5;94
1-5-2-3-4;94
1-4-2-5-3;94
1-5-2-4-3;94
1-3-4-2-5;52
1-3-5-2-4;52
1-4-3-2-5;52
1-5-3-2-4;52
1-4-5-2-3;52
1-5-4-2-3;52
1-3-4-5-2;82
1-3-5-4-2;82
1-4-3-5-2;82
1-5-3-4-2;82
1-4-5-3-2;73
1-5-4-3-2;73
2-1-3-4-5;94
2-1-3-5-4;94
2-1-4-3-5;61
2-1-5-3-4;61
2-1-4-5-3;82
2-1-5-4-3;82
3-1-2-4-5;94
3-1-2-5-4;94
4-1-2-3-5;94
5-1-2-3-4;94
4-1-2-5-3;94
5-1-2-4-3;94
3-1-4-2-5;61
3-1-5-2-4;61
4-1-3-2-5;61
5-1-3-2-4;61
4-1-5-2-3;61
5-1-4-2-3;61
3-1-4-5-2;82
3-1-5-4-2;82
4-1-3-5-2;82
5-1-3-4-2;82
4-1-5-3-2;82
5-1-4-3-2;82
2-3-1-4-5;75
2-3-1-5-4;75
2-4-1-3-5;75
2-5-1-3-4;75
2-4-1-5-3;75
2-5-1-4-3;75
3-2-1-4-5;75
3-2-1-5-4;75
4-2-1-3-5;75
5-2-1-3-4;75
4-2-1-5-3;75
5-2-1-4-3;75
3-4-1-2-5;73
3-5-1-2-4;73
4-3-1-2-5;73
5-3-1-2-4;73
4-5-1-2-3;57
5-4-1-2-3;57
3-4-1-5-2;73
3-5-1-4-2;73
4-3-1-5-2;73
5-3-1-4-2;73
4-5-1-3-2;57
5-4-1-3-2;57
2-3-4-1-5;52
2-3-5-1-4;52
2-4-3-1-5;52
2-5-3-1-4;52
2-4-5-1-3;52
2-5-4-1-3;52
3-2-4-1-5;60
3-2-5-1-4;60
4-2-3-1-5;60
5-2-3-1-4;60
4-2-5-1-3;60
5-2-4-1-3;60
3-4-2-1-5;39
3-5-2-1-4;39
4-3-2-1-5;39
5-3-2-1-4;39
4-5-2-1-3;23
5-4-2-1-3;23
3-4-5-1-2;50
3-5-4-1-2;50
4-3-5-1-2;58
5-3-4-1-2;58
4-5-3-1-2;23
5-4-3-1-2;23
2-3-4-5-1;82
2-3-5-4-1;82
2-4-3-5-1;82
2-5-3-4-1;82
2-4-5-3-1;73
2-5-4-3-1;73
3-2-4-5-1;82
3-2-5-4-1;82
4-2-3-5-1;82
5-2-3-4-1;82
4-2-5-3-1;82
5-2-4-3-1;82
3-4-2-5-1;61
3-5-2-4-1;61
4-3-2-5-1;61
5-3-2-4-1;61
4-5-2-3-1;45
5-4-2-3-1;45
3-4-5-2-1;71
3-5-4-2-1;71
4-3-5-2-1;79
5-3-4-2-1;79
4-5-3-2-1;44
5-4-3-2-1;44
