;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.19826
1-2-3-5-4;0.19826
1-2-4-3-5;0.20433
1-2-5-3-4;0.20433
1-2-4-5-3;0.20629
1-2-5-4-3;0.20629
1-3-2-4-5;0.19995
1-3-2-5-4;0.19995
1-4-2-3-5;0.20033
1-5-2-3-4;0.20033
1-4-2-5-3;0.20445
1-5-2-4-3;0.20445
1-3-4-2-5;0.20587
1-3-5-2-4;0.20587
1-4-3-2-5;0.20269
1-5-3-2-4;0.20269
1-4-5-2-3;0.21371
1-5-4-2-3;0.21371
1-3-4-5-2;0.21046
1-3-5-4-2;0.21046
1-4-3-5-2;0.20658
1-5-3-4-2;0.20658
1-4-5-3-2;0.21358
1-5-4-3-2;0.21358
2-1-3-4-5;0.19635
2-1-3-5-4;0.19635
2-1-4-3-5;0.20227
2-1-5-3-4;0.20227
2-1-4-5-3;0.20426
2-1-5-4-3;0.20426
3-1-2-4-5;0.19545
3-1-2-5-4;0.19545
4-1-2-3-5;0.19260
5-1-2-3-4;0.19260
4-1-2-5-3;0.19429
5-1-2-4-3;0.19429
3-1-4-2-5;0.20217
3-1-5-2-4;0.20217
4-1-3-2-5;0.19495
5-1-3-2-4;0.19495
4-1-5-2-3;0.20054
5-1-4-2-3;0.20054
3-1-4-5-2;0.20435
3-1-5-4-2;0.20435
4-1-3-5-2;0.19691
5-1-3-4-2;0.19691
4-1-5-3-2;0.20054
5-1-4-3-2;0.20054
2-3-1-4-5;0.20065
2-3-1-5-4;0.20065
2-4-1-3-5;0.20101
2-5-1-3-4;0.20101
2-4-1-5-3;0.20517
2-5-1-4-3;0.20517
3-2-1-4-5;0.19796
3-2-1-5-4;0.19796
4-2-1-3-5;0.19509
5-2-1-3-4;0.19509
4-2-1-5-3;0.19677
5-2-1-4-3;0.19677
3-4-1-2-5;0.20311
3-5-1-2-4;0.20311
4-3-1-2-5;0.19745
5-3-1-2-4;0.19745
4-5-1-2-3;0.21528
5-4-1-2-3;0.21528
3-4-1-5-2;0.20774
3-5-1-4-2;0.20774
4-3-1-5-2;0.20276
5-3-1-4-2;0.20276
4-5-1-3-2;0.21571
5-4-1-3-2;0.21571
2-3-4-1-5;0.20668
2-3-5-1-4;0.20668
2-4-3-1-5;0.20339
2-5-3-1-4;0.20339
2-4-5-1-3;0.21450
2-5-4-1-3;0.21450
3-2-4-1-5;0.20298
3-2-5-1-4;0.20298
4-2-3-1-5;0.19572
5-2-3-1-4;0.19572
4-2-5-1-3;0.20131
5-2-4-1-3;0.20131
3-4-2-1-5;0.20458
3-5-2-1-4;0.20458
4-3-2-1-5;0.19893
5-3-2-1-4;0.19893
4-5-2-1-3;0.21673
5-4-2-1-3;0.21673
3-4-5-1-2;0.21564
3-5-4-1-2;0.21564
4-3-5-1-2;0.20545
5-3-4-1-2;0.20545
4-5-3-1-2;0.21835
5-4-3-1-2;0.21835
2-3-4-5-1;0.21116
2-3-5-4-1;0.21116
2-4-3-5-1;0.20741
2-5-3-4-1;0.20741
2-4-5-3-1;0.21445
2-5-4-3-1;0.21445
3-2-4-5-1;0.20626
3-2-5-4-1;0.20626
4-2-3-5-1;0.19861
5-2-3-4-1;0.19861
4-2-5-3-1;0.20234
5-2-4-3-1;0.20234
3-4-2-5-1;0.20916
3-5-2-4-1;0.20916
4-3-2-5-1;0.20398
5-3-2-4-1;0.20398
4-5-2-3-1;0.21749
5-4-2-3-1;0.21749
3-4-5-2-1;0.21511
3-5-4-2-1;0.21511
4-3-5-2-1;0.20503
5-3-4-2-1;0.20503
4-5-3-2-1;0.21787
5-4-3-2-1;0.21787
