;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;15
1-2-3-5-4;15
1-2-4-3-5;12
1-2-5-3-4;12
1-2-4-5-3;14
1-2-5-4-3;14
1-3-2-4-5;15
1-3-2-5-4;15
1-4-2-3-5;14
1-5-2-3-4;14
1-4-2-5-3;14
1-5-2-4-3;14
1-3-4-2-5;11
1-3-5-2-4;11
1-4-3-2-5;11
1-5-3-2-4;11
1-4-5-2-3;11
1-5-4-2-3;11
1-3-4-5-2;13
1-3-5-4-2;13
1-4-3-5-2;13
1-5-3-4-2;13
1-4-5-3-2;12
1-5-4-3-2;12
2-1-3-4-5;15
2-1-3-5-4;15
2-1-4-3-5;12
2-1-5-3-4;12
2-1-4-5-3;14
2-1-5-4-3;14
3-1-2-4-5;15
3-1-2-5-4;15
4-1-2-3-5;15
5-1-2-3-4;15
4-1-2-5-3;15
5-1-2-4-3;15
3-1-4-2-5;12
3-1-5-2-4;12
4-1-3-2-5;12
5-1-3-2-4;12
4-1-5-2-3;12
5-1-4-2-3;12
3-1-4-5-2;14
3-1-5-4-2;14
4-1-3-5-2;14
5-1-3-4-2;14
4-1-5-3-2;14
5-1-4-3-2;14
2-3-1-4-5;14
2-3-1-5-4;14
2-4-1-3-5;13
2-5-1-3-4;13
2-4-1-5-3;13
2-5-1-4-3;13
3-2-1-4-5;14
3-2-1-5-4;14
4-2-1-3-5;14
5-2-1-3-4;14
4-2-1-5-3;14
5-2-1-4-3;14
3-4-1-2-5;13
3-5-1-2-4;13
4-3-1-2-5;14
5-3-1-2-4;14
4-5-1-2-3;12
5-4-1-2-3;12
3-4-1-5-2;13
3-5-1-4-2;13
4-3-1-5-2;14
5-3-1-4-2;14
4-5-1-3-2;12
5-4-1-3-2;12
2-3-4-1-5;11
2-3-5-1-4;11
2-4-3-1-5;11
2-5-3-1-4;11
2-4-5-1-3;11
2-5-4-1-3;11
3-2-4-1-5;12
3-2-5-1-4;12
4-2-3-1-5;12
5-2-3-1-4;12
4-2-5-1-3;12
5-2-4-1-3;12
3-4-2-1-5;11
3-5-2-1-4;11
4-3-2-1-5;12
5-3-2-1-4;12
4-5-2-1-3;10
5-4-2-1-3;10
3-4-5-1-2;11
3-5-4-1-2;11
4-3-5-1-2;13
5-3-4-1-2;13
4-5-3-1-2;11
5-4-3-1-2;11
2-3-4-5-1;13
2-3-5-4-1;13
2-4-3-5-1;13
2-5-3-4-1;13
2-4-5-3-1;12
2-5-4-3-1;12
3-2-4-5-1;14
3-2-5-4-1;14
4-2-3-5-1;14
5-2-3-4-1;14
4-2-5-3-1;14
5-2-4-3-1;14
3-4-2-5-1;13
3-5-2-4-1;13
4-3-2-5-1;14
5-3-2-4-1;14
4-5-2-3-1;12
5-4-2-3-1;12
3-4-5-2-1;12
3-5-4-2-1;12
4-3-5-2-1;14
5-3-4-2-1;14
4-5-3-2-1;12
5-4-3-2-1;12
