;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;263
1-2-3-5-4;263
1-2-4-3-5;213
1-2-5-3-4;213
1-2-4-5-3;251
1-2-5-4-3;251
1-3-2-4-5;263
1-3-2-5-4;263
1-4-2-3-5;243
1-5-2-3-4;243
1-4-2-5-3;243
1-5-2-4-3;243
1-3-4-2-5;204
1-3-5-2-4;204
1-4-3-2-5;201
1-5-3-2-4;201
1-4-5-2-3;201
1-5-4-2-3;201
1-3-4-5-2;231
1-3-5-4-2;231
1-4-3-5-2;231
1-5-3-4-2;231
1-4-5-3-2;222
1-5-4-3-2;222
2-1-3-4-5;266
2-1-3-5-4;266
2-1-4-3-5;216
2-1-5-3-4;216
2-1-4-5-3;254
2-1-5-4-3;254
3-1-2-4-5;266
3-1-2-5-4;266
4-1-2-3-5;266
5-1-2-3-4;266
4-1-2-5-3;266
5-1-2-4-3;266
3-1-4-2-5;216
3-1-5-2-4;216
4-1-3-2-5;216
5-1-3-2-4;216
4-1-5-2-3;216
5-1-4-2-3;216
3-1-4-5-2;254
3-1-5-4-2;254
4-1-3-5-2;254
5-1-3-4-2;254
4-1-5-3-2;254
5-1-4-3-2;254
2-3-1-4-5;247
2-3-1-5-4;247
2-4-1-3-5;227
2-5-1-3-4;227
2-4-1-5-3;227
2-5-1-4-3;227
3-2-1-4-5;247
3-2-1-5-4;247
4-2-1-3-5;247
5-2-1-3-4;247
4-2-1-5-3;247
5-2-1-4-3;247
3-4-1-2-5;225
3-5-1-2-4;225
4-3-1-2-5;245
5-3-1-2-4;245
4-5-1-2-3;209
5-4-1-2-3;209
3-4-1-5-2;227
3-5-1-4-2;227
4-3-1-5-2;247
5-3-1-4-2;247
4-5-1-3-2;211
5-4-1-3-2;211
2-3-4-1-5;207
2-3-5-1-4;207
2-4-3-1-5;204
2-5-3-1-4;204
2-4-5-1-3;204
2-5-4-1-3;204
3-2-4-1-5;215
3-2-5-1-4;215
4-2-3-1-5;215
5-2-3-1-4;215
4-2-5-1-3;215
5-2-4-1-3;215
3-4-2-1-5;191
3-5-2-1-4;191
4-3-2-1-5;211
5-3-2-1-4;211
4-5-2-1-3;175
5-4-2-1-3;175
3-4-5-1-2;202
3-5-4-1-2;202
4-3-5-1-2;230
5-3-4-1-2;230
4-5-3-1-2;188
5-4-3-1-2;188
2-3-4-5-1;234
2-3-5-4-1;234
2-4-3-5-1;234
2-5-3-4-1;234
2-4-5-3-1;225
2-5-4-3-1;225
3-2-4-5-1;254
3-2-5-4-1;254
4-2-3-5-1;254
5-2-3-4-1;254
4-2-5-3-1;254
5-2-4-3-1;254
3-4-2-5-1;228
3-5-2-4-1;228
4-3-2-5-1;248
5-3-2-4-1;248
4-5-2-3-1;212
5-4-2-3-1;212
3-4-5-2-1;223
3-5-4-2-1;223
4-3-5-2-1;251
5-3-4-2-1;251
4-5-3-2-1;209
5-4-3-2-1;209
