;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;184
1-2-3-5-4;184
1-2-4-3-5;188
1-2-5-3-4;188
1-2-4-5-3;191
1-2-5-4-3;191
1-3-2-4-5;183
1-3-2-5-4;183
1-4-2-3-5;180
1-5-2-3-4;180
1-4-2-5-3;187
1-5-2-4-3;187
1-3-4-2-5;188
1-3-5-2-4;188
1-4-3-2-5;182
1-5-3-2-4;182
1-4-5-2-3;193
1-5-4-2-3;193
1-3-4-5-2;193
1-3-5-4-2;193
1-4-3-5-2;187
1-5-3-4-2;187
1-4-5-3-2;192
1-5-4-3-2;192
2-1-3-4-5;185
2-1-3-5-4;185
2-1-4-3-5;189
2-1-5-3-4;189
2-1-4-5-3;192
2-1-5-4-3;192
3-1-2-4-5;186
3-1-2-5-4;186
4-1-2-3-5;186
5-1-2-3-4;186
4-1-2-5-3;186
5-1-2-4-3;186
3-1-4-2-5;190
3-1-5-2-4;190
4-1-3-2-5;186
5-1-3-2-4;186
4-1-5-2-3;189
5-1-4-2-3;189
3-1-4-5-2;193
3-1-5-4-2;193
4-1-3-5-2;187
5-1-3-4-2;187
4-1-5-3-2;191
5-1-4-3-2;191
2-3-1-4-5;182
2-3-1-5-4;182
2-4-1-3-5;179
2-5-1-3-4;179
2-4-1-5-3;186
2-5-1-4-3;186
3-2-1-4-5;183
3-2-1-5-4;183
4-2-1-3-5;183
5-2-1-3-4;183
4-2-1-5-3;183
5-2-1-4-3;183
3-4-1-2-5;181
3-5-1-2-4;181
4-3-1-2-5;183
5-3-1-2-4;183
4-5-1-2-3;186
5-4-1-2-3;186
3-4-1-5-2;188
3-5-1-4-2;188
4-3-1-5-2;187
5-3-1-4-2;187
4-5-1-3-2;189
5-4-1-3-2;189
2-3-4-1-5;188
2-3-5-1-4;188
2-4-3-1-5;182
2-5-3-1-4;182
2-4-5-1-3;193
2-5-4-1-3;193
3-2-4-1-5;189
3-2-5-1-4;189
4-2-3-1-5;185
5-2-3-1-4;185
4-2-5-1-3;188
5-2-4-1-3;188
3-4-2-1-5;182
3-5-2-1-4;182
4-3-2-1-5;184
5-3-2-1-4;184
4-5-2-1-3;187
5-4-2-1-3;187
3-4-5-1-2;193
3-5-4-1-2;193
4-3-5-1-2;190
5-3-4-1-2;190
4-5-3-1-2;189
5-4-3-1-2;189
2-3-4-5-1;194
2-3-5-4-1;194
2-4-3-5-1;188
2-5-3-4-1;188
2-4-5-3-1;193
2-5-4-3-1;193
3-2-4-5-1;193
3-2-5-4-1;193
4-2-3-5-1;187
5-2-3-4-1;187
4-2-5-3-1;191
5-2-4-3-1;191
3-4-2-5-1;188
3-5-2-4-1;188
4-3-2-5-1;187
5-3-2-4-1;187
4-5-2-3-1;189
5-4-2-3-1;189
3-4-5-2-1;193
3-5-4-2-1;193
4-3-5-2-1;190
5-3-4-2-1;190
4-5-3-2-1;189
5-4-3-2-1;189
