;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.53503
1-2-3-5-4;0.53503
1-2-4-3-5;0.55724
1-2-5-3-4;0.55724
1-2-4-5-3;0.56681
1-2-5-4-3;0.56681
1-3-2-4-5;0.52754
1-3-2-5-4;0.52754
1-4-2-3-5;0.52340
1-5-2-3-4;0.52340
1-4-2-5-3;0.53715
1-5-2-4-3;0.53715
1-3-4-2-5;0.55819
1-3-5-2-4;0.55819
1-4-3-2-5;0.53205
1-5-3-2-4;0.53205
1-4-5-2-3;0.57174
1-5-4-2-3;0.57174
1-3-4-5-2;0.57576
1-3-5-4-2;0.57576
1-4-3-5-2;0.54506
1-5-3-4-2;0.54506
1-4-5-3-2;0.56957
1-5-4-3-2;0.56957
2-1-3-4-5;0.52599
2-1-3-5-4;0.52599
2-1-4-3-5;0.54757
2-1-5-3-4;0.54757
2-1-4-5-3;0.55696
2-1-5-4-3;0.55696
3-1-2-4-5;0.52066
3-1-2-5-4;0.52066
4-1-2-3-5;0.51753
5-1-2-3-4;0.51753
4-1-2-5-3;0.51967
5-1-2-4-3;0.51967
3-1-4-2-5;0.54852
3-1-5-2-4;0.54852
4-1-3-2-5;0.53138
5-1-3-2-4;0.53138
4-1-5-2-3;0.54852
5-1-4-2-3;0.54852
3-1-4-5-2;0.56118
3-1-5-4-2;0.56118
4-1-3-5-2;0.53333
5-1-3-4-2;0.53333
4-1-5-3-2;0.54927
5-1-4-3-2;0.54927
2-3-1-4-5;0.52211
2-3-1-5-4;0.52211
2-4-1-3-5;0.51797
2-5-1-3-4;0.51797
2-4-1-5-3;0.53165
2-5-1-4-3;0.53165
3-2-1-4-5;0.51446
3-2-1-5-4;0.51446
4-2-1-3-5;0.51134
5-2-1-3-4;0.51134
4-2-1-5-3;0.51346
5-2-1-4-3;0.51346
3-4-1-2-5;0.52778
3-5-1-2-4;0.52778
4-3-1-2-5;0.52411
5-3-1-2-4;0.52411
4-5-1-2-3;0.55000
5-4-1-2-3;0.55000
3-4-1-5-2;0.54274
3-5-1-4-2;0.54274
4-3-1-5-2;0.53586
5-3-1-4-2;0.53586
4-5-1-3-2;0.55531
5-4-1-3-2;0.55531
2-3-4-1-5;0.55699
2-3-5-1-4;0.55699
2-4-3-1-5;0.53205
2-5-3-1-4;0.53205
2-4-5-1-3;0.57050
2-5-4-1-3;0.57050
3-2-4-1-5;0.54968
3-2-5-1-4;0.54968
4-2-3-1-5;0.53249
5-2-3-1-4;0.53249
4-2-5-1-3;0.55085
5-2-4-1-3;0.55085
3-4-2-1-5;0.53105
3-5-2-1-4;0.53105
4-3-2-1-5;0.52731
5-3-2-1-4;0.52731
4-5-2-1-3;0.55338
5-4-2-1-3;0.55338
3-4-5-1-2;0.57050
3-5-4-1-2;0.57050
4-3-5-1-2;0.56587
5-3-4-1-2;0.56587
4-5-3-1-2;0.56608
5-4-3-1-2;0.56608
2-3-4-5-1;0.57792
2-3-5-4-1;0.57792
2-4-3-5-1;0.54721
2-5-3-4-1;0.54721
2-4-5-3-1;0.57174
2-5-4-3-1;0.57174
3-2-4-5-1;0.57173
3-2-5-4-1;0.57173
4-2-3-5-1;0.54334
5-2-3-4-1;0.54334
4-2-5-3-1;0.55957
5-2-4-3-1;0.55957
3-4-2-5-1;0.54741
3-5-2-4-1;0.54741
4-3-2-5-1;0.53928
5-3-2-4-1;0.53928
4-5-2-3-1;0.55895
5-4-2-3-1;0.55895
3-4-5-2-1;0.56681
3-5-4-2-1;0.56681
4-3-5-2-1;0.56223
5-3-4-2-1;0.56223
4-5-3-2-1;0.56236
5-4-3-2-1;0.56236
