;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;1670
1-2-3-5-4;1670
1-2-4-3-5;1701
1-2-5-3-4;1701
1-2-4-5-3;1733
1-2-5-4-3;1733
1-3-2-4-5;1671
1-3-2-5-4;1671
1-4-2-3-5;1667
1-5-2-3-4;1667
1-4-2-5-3;1696
1-5-2-4-3;1696
1-3-4-2-5;1703
1-3-5-2-4;1703
1-4-3-2-5;1682
1-5-3-2-4;1682
1-4-5-2-3;1740
1-5-4-2-3;1740
1-3-4-5-2;1755
1-3-5-4-2;1755
1-4-3-5-2;1720
1-5-3-4-2;1720
1-4-5-3-2;1749
1-5-4-3-2;1749
2-1-3-4-5;1664
2-1-3-5-4;1664
2-1-4-3-5;1696
2-1-5-3-4;1696
2-1-4-5-3;1727
2-1-5-4-3;1727
3-1-2-4-5;1643
3-1-2-5-4;1643
4-1-2-3-5;1622
5-1-2-3-4;1622
4-1-2-5-3;1644
5-1-2-4-3;1644
3-1-4-2-5;1687
3-1-5-2-4;1687
4-1-3-2-5;1638
5-1-3-2-4;1638
4-1-5-2-3;1674
5-1-4-2-3;1674
3-1-4-5-2;1724
3-1-5-4-2;1724
4-1-3-5-2;1669
5-1-3-4-2;1669
4-1-5-3-2;1689
5-1-4-3-2;1689
2-3-1-4-5;1661
2-3-1-5-4;1661
2-4-1-3-5;1660
2-5-1-3-4;1660
2-4-1-5-3;1688
2-5-1-4-3;1688
3-2-1-4-5;1653
3-2-1-5-4;1653
4-2-1-3-5;1633
5-2-1-3-4;1633
4-2-1-5-3;1654
5-2-1-4-3;1654
3-4-1-2-5;1665
3-5-1-2-4;1665
4-3-1-2-5;1640
5-3-1-2-4;1640
4-5-1-2-3;1731
5-4-1-2-3;1731
3-4-1-5-2;1697
3-5-1-4-2;1697
4-3-1-5-2;1680
5-3-1-4-2;1680
4-5-1-3-2;1736
5-4-1-3-2;1736
2-3-4-1-5;1706
2-3-5-1-4;1706
2-4-3-1-5;1684
2-5-3-1-4;1684
2-4-5-1-3;1743
2-5-4-1-3;1743
3-2-4-1-5;1689
3-2-5-1-4;1689
4-2-3-1-5;1640
5-2-3-1-4;1640
4-2-5-1-3;1676
5-2-4-1-3;1676
3-4-2-1-5;1677
3-5-2-1-4;1677
4-3-2-1-5;1653
5-3-2-1-4;1653
4-5-2-1-3;1742
5-4-2-1-3;1742
3-4-5-1-2;1752
3-5-4-1-2;1752
4-3-5-1-2;1701
5-3-4-1-2;1701
4-5-3-1-2;1751
5-4-3-1-2;1751
2-3-4-5-1;1757
2-3-5-4-1;1757
2-4-3-5-1;1723
2-5-3-4-1;1723
2-4-5-3-1;1752
2-5-4-3-1;1752
3-2-4-5-1;1732
3-2-5-4-1;1732
4-2-3-5-1;1675
5-2-3-4-1;1675
4-2-5-3-1;1696
5-2-4-3-1;1696
3-4-2-5-1;1711
3-5-2-4-1;1711
4-3-2-5-1;1694
5-3-2-4-1;1694
4-5-2-3-1;1754
5-4-2-3-1;1754
3-4-5-2-1;1752
3-5-4-2-1;1752
4-3-5-2-1;1701
5-3-4-2-1;1701
4-5-3-2-1;1751
5-4-3-2-1;1751
