;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;252
1-2-3-5-4;252
1-2-4-3-5;258
1-2-5-3-4;258
1-2-4-5-3;263
1-2-5-4-3;263
1-3-2-4-5;249
1-3-2-5-4;249
1-4-2-3-5;246
1-5-2-3-4;246
1-4-2-5-3;253
1-5-2-4-3;253
1-3-4-2-5;259
1-3-5-2-4;259
1-4-3-2-5;249
1-5-3-2-4;249
1-4-5-2-3;263
1-5-4-2-3;263
1-3-4-5-2;266
1-3-5-4-2;266
1-4-3-5-2;254
1-5-3-4-2;254
1-4-5-3-2;262
1-5-4-3-2;262
2-1-3-4-5;253
2-1-3-5-4;253
2-1-4-3-5;259
2-1-5-3-4;259
2-1-4-5-3;264
2-1-5-4-3;264
3-1-2-4-5;252
3-1-2-5-4;252
4-1-2-3-5;251
5-1-2-3-4;251
4-1-2-5-3;251
5-1-2-4-3;251
3-1-4-2-5;260
3-1-5-2-4;260
4-1-3-2-5;254
5-1-3-2-4;254
4-1-5-2-3;260
5-1-4-2-3;260
3-1-4-5-2;266
3-1-5-4-2;266
4-1-3-5-2;256
5-1-3-4-2;256
4-1-5-3-2;262
5-1-4-3-2;262
2-3-1-4-5;248
2-3-1-5-4;248
2-4-1-3-5;245
2-5-1-3-4;245
2-4-1-5-3;252
2-5-1-4-3;252
3-2-1-4-5;249
3-2-1-5-4;249
4-2-1-3-5;248
5-2-1-3-4;248
4-2-1-5-3;248
5-2-1-4-3;248
3-4-1-2-5;247
3-5-1-2-4;247
4-3-1-2-5;250
5-3-1-2-4;250
4-5-1-2-3;253
5-4-1-2-3;253
3-4-1-5-2;254
3-5-1-4-2;254
4-3-1-5-2;254
5-3-1-4-2;254
4-5-1-3-2;256
5-4-1-3-2;256
2-3-4-1-5;259
2-3-5-1-4;259
2-4-3-1-5;249
2-5-3-1-4;249
2-4-5-1-3;263
2-5-4-1-3;263
3-2-4-1-5;260
3-2-5-1-4;260
4-2-3-1-5;254
5-2-3-1-4;254
4-2-5-1-3;260
5-2-4-1-3;260
3-4-2-1-5;248
3-5-2-1-4;248
4-3-2-1-5;251
5-3-2-1-4;251
4-5-2-1-3;254
5-4-2-1-3;254
3-4-5-1-2;263
3-5-4-1-2;263
4-3-5-1-2;262
5-3-4-1-2;262
4-5-3-1-2;257
5-4-3-1-2;257
2-3-4-5-1;267
2-3-5-4-1;267
2-4-3-5-1;255
2-5-3-4-1;255
2-4-5-3-1;263
2-5-4-3-1;263
3-2-4-5-1;267
3-2-5-4-1;267
4-2-3-5-1;257
5-2-3-4-1;257
4-2-5-3-1;263
5-2-4-3-1;263
3-4-2-5-1;254
3-5-2-4-1;254
4-3-2-5-1;254
5-3-2-4-1;254
4-5-2-3-1;256
5-4-2-3-1;256
3-4-5-2-1;263
3-5-4-2-1;263
4-3-5-2-1;262
5-3-4-2-1;262
4-5-3-2-1;257
5-4-3-2-1;257
