;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;8641018
1-2-3-5-4;8641018
1-2-4-3-5;8660482
1-2-5-3-4;8660482
1-2-4-5-3;8636723
1-2-5-4-3;8636723
1-3-2-4-5;8726286
1-3-2-5-4;8726286
1-4-2-3-5;8691274
1-5-2-3-4;8691274
1-4-2-5-3;8696590
1-5-2-4-3;8696590
1-3-4-2-5;8672183
1-3-5-2-4;8672183
1-4-3-2-5;8655526
1-5-3-2-4;8655526
1-4-5-2-3;8651584
1-5-4-2-3;8651584
1-3-4-5-2;8616672
1-3-5-4-2;8616672
1-4-3-5-2;8651420
1-5-3-4-2;8651420
1-4-5-3-2;8620595
1-5-4-3-2;8620595
2-1-3-4-5;8650001
2-1-3-5-4;8650001
2-1-4-3-5;8667424
2-1-5-3-4;8667424
2-1-4-5-3;8649820
2-1-5-4-3;8649820
3-1-2-4-5;8709925
3-1-2-5-4;8709925
4-1-2-3-5;8722133
5-1-2-3-4;8722133
4-1-2-5-3;8688952
5-1-2-4-3;8688952
3-1-4-2-5;8693245
3-1-5-2-4;8693245
4-1-3-2-5;8684712
5-1-3-2-4;8684712
4-1-5-2-3;8682068
5-1-4-2-3;8682068
3-1-4-5-2;8650573
3-1-5-4-2;8650573
4-1-3-5-2;8714373
5-1-3-4-2;8714373
4-1-5-3-2;8678912
5-1-4-3-2;8678912
2-3-1-4-5;8694759
2-3-1-5-4;8694759
2-4-1-3-5;8642792
2-5-1-3-4;8642792
2-4-1-5-3;8658012
2-5-1-4-3;8658012
3-2-1-4-5;8703934
3-2-1-5-4;8703934
4-2-1-3-5;8707416
5-2-1-3-4;8707416
4-2-1-5-3;8682924
5-2-1-4-3;8682924
3-4-1-2-5;8642842
3-5-1-2-4;8642842
4-3-1-2-5;8686470
5-3-1-2-4;8686470
4-5-1-2-3;8624283
5-4-1-2-3;8624283
3-4-1-5-2;8660078
3-5-1-4-2;8660078
4-3-1-5-2;8660388
5-3-1-4-2;8660388
4-5-1-3-2;8618806
5-4-1-3-2;8618806
2-3-4-1-5;8602031
2-3-5-1-4;8602031
2-4-3-1-5;8587569
2-5-3-1-4;8587569
2-4-5-1-3;8579713
2-5-4-1-3;8579713
3-2-4-1-5;8633516
3-2-5-1-4;8633516
4-2-3-1-5;8645203
5-2-3-1-4;8645203
4-2-5-1-3;8622408
5-2-4-1-3;8622408
3-4-2-1-5;8654791
3-5-2-1-4;8654791
4-3-2-1-5;8687009
5-3-2-1-4;8687009
4-5-2-1-3;8636336
5-4-2-1-3;8636336
3-4-5-1-2;8566188
3-5-4-1-2;8566188
4-3-5-1-2;8570247
5-3-4-1-2;8570247
4-5-3-1-2;8630282
5-4-3-1-2;8630282
2-3-4-5-1;8608115
2-3-5-4-1;8608115
2-4-3-5-1;8622556
2-5-3-4-1;8622556
2-4-5-3-1;8591664
2-5-4-3-1;8591664
3-2-4-5-1;8640131
3-2-5-4-1;8640131
4-2-3-5-1;8685928
5-2-3-4-1;8685928
4-2-5-3-1;8650602
5-2-4-3-1;8650602
3-4-2-5-1;8657489
3-5-2-4-1;8657489
4-3-2-5-1;8659061
5-3-2-4-1;8659061
4-5-2-3-1;8622064
5-4-2-3-1;8622064
3-4-5-2-1;8606670
3-5-4-2-1;8606670
4-3-5-2-1;8610571
5-3-4-2-1;8610571
4-5-3-2-1;8670656
5-4-3-2-1;8670656
