;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.51640
1-2-3-5-4;0.51640
1-2-4-3-5;0.51748
1-2-5-3-4;0.51748
1-2-4-5-3;0.52069
1-2-5-4-3;0.52069
1-3-2-4-5;0.51662
1-3-2-5-4;0.51662
1-4-2-3-5;0.51380
1-5-2-3-4;0.51380
1-4-2-5-3;0.51357
1-5-2-4-3;0.51357
1-3-4-2-5;0.51798
1-3-5-2-4;0.51798
1-4-3-2-5;0.51535
1-5-3-2-4;0.51535
1-4-5-2-3;0.51913
1-5-4-2-3;0.51913
1-3-4-5-2;0.52075
1-3-5-4-2;0.52075
1-4-3-5-2;0.51337
1-5-3-4-2;0.51337
1-4-5-3-2;0.52028
1-5-4-3-2;0.52028
2-1-3-4-5;0.51499
2-1-3-5-4;0.51499
2-1-4-3-5;0.51604
2-1-5-3-4;0.51604
2-1-4-5-3;0.51926
2-1-5-4-3;0.51926
3-1-2-4-5;0.51025
3-1-2-5-4;0.51025
4-1-2-3-5;0.50983
5-1-2-3-4;0.50983
4-1-2-5-3;0.51035
5-1-2-4-3;0.51035
3-1-4-2-5;0.51337
3-1-5-2-4;0.51337
4-1-3-2-5;0.51576
5-1-3-2-4;0.51576
4-1-5-2-3;0.51413
5-1-4-2-3;0.51413
3-1-4-5-2;0.51839
3-1-5-4-2;0.51839
4-1-3-5-2;0.51600
5-1-3-4-2;0.51600
4-1-5-3-2;0.51547
5-1-4-3-2;0.51547
2-3-1-4-5;0.51592
2-3-1-5-4;0.51592
2-4-1-3-5;0.51319
2-5-1-3-4;0.51319
2-4-1-5-3;0.51293
2-5-1-4-3;0.51293
3-2-1-4-5;0.51315
3-2-1-5-4;0.51315
4-2-1-3-5;0.51271
5-2-1-3-4;0.51271
4-2-1-5-3;0.51322
5-2-1-4-3;0.51322
3-4-1-2-5;0.51050
3-5-1-2-4;0.51050
4-3-1-2-5;0.51062
5-3-1-2-4;0.51062
4-5-1-2-3;0.51001
5-4-1-2-3;0.51001
3-4-1-5-2;0.51328
3-5-1-4-2;0.51328
4-3-1-5-2;0.51335
5-3-1-4-2;0.51335
4-5-1-3-2;0.51184
5-4-1-3-2;0.51184
2-3-4-1-5;0.51785
2-3-5-1-4;0.51785
2-4-3-1-5;0.51523
2-5-3-1-4;0.51523
2-4-5-1-3;0.51900
2-5-4-1-3;0.51900
3-2-4-1-5;0.51485
3-2-5-1-4;0.51485
4-2-3-1-5;0.51715
5-2-3-1-4;0.51715
4-2-5-1-3;0.51557
5-2-4-1-3;0.51557
3-4-2-1-5;0.51106
3-5-2-1-4;0.51106
4-3-2-1-5;0.51118
5-3-2-1-4;0.51118
4-5-2-1-3;0.51057
5-4-2-1-3;0.51057
3-4-5-1-2;0.51960
3-5-4-1-2;0.51960
4-3-5-1-2;0.51509
5-3-4-1-2;0.51509
4-5-3-1-2;0.51412
5-4-3-1-2;0.51412
2-3-4-5-1;0.52183
2-3-5-4-1;0.52183
2-4-3-5-1;0.51438
2-5-3-4-1;0.51438
2-4-5-3-1;0.52136
2-5-4-3-1;0.52136
3-2-4-5-1;0.51972
3-2-5-4-1;0.51972
4-2-3-5-1;0.51726
5-2-3-4-1;0.51726
4-2-5-3-1;0.51677
5-2-4-3-1;0.51677
3-4-2-5-1;0.51331
3-5-2-4-1;0.51331
4-3-2-5-1;0.51173
5-3-2-4-1;0.51173
4-5-2-3-1;0.51019
5-4-2-3-1;0.51019
3-4-5-2-1;0.52041
3-5-4-2-1;0.52041
4-3-5-2-1;0.51588
5-3-4-2-1;0.51588
4-5-3-2-1;0.51489
5-4-3-2-1;0.51489
