;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.51504
1-2-3-5-4;0.51504
1-2-4-3-5;0.51433
1-2-5-3-4;0.51433
1-2-4-5-3;0.51874
1-2-5-4-3;0.51874
1-3-2-4-5;0.51621
1-3-2-5-4;0.51621
1-4-2-3-5;0.51326
1-5-2-3-4;0.51326
1-4-2-5-3;0.51304
1-5-2-4-3;0.51304
1-3-4-2-5;0.51495
1-3-5-2-4;0.51495
1-4-3-2-5;0.51459
1-5-3-2-4;0.51459
1-4-5-2-3;0.51530
1-5-4-2-3;0.51530
1-3-4-5-2;0.51913
1-3-5-4-2;0.51913
1-4-3-5-2;0.51092
1-5-3-4-2;0.51092
1-4-5-3-2;0.51672
1-5-4-3-2;0.51672
2-1-3-4-5;0.51524
2-1-3-5-4;0.51524
2-1-4-3-5;0.51453
2-1-5-3-4;0.51453
2-1-4-5-3;0.51897
2-1-5-4-3;0.51897
3-1-2-4-5;0.51161
3-1-2-5-4;0.51161
4-1-2-3-5;0.51147
5-1-2-3-4;0.51147
4-1-2-5-3;0.51243
5-1-2-4-3;0.51243
3-1-4-2-5;0.51238
3-1-5-2-4;0.51238
4-1-3-2-5;0.51590
5-1-3-2-4;0.51590
4-1-5-2-3;0.51247
5-1-4-2-3;0.51247
3-1-4-5-2;0.51804
3-1-5-4-2;0.51804
4-1-3-5-2;0.51647
5-1-3-4-2;0.51647
4-1-5-3-2;0.51418
5-1-4-3-2;0.51418
2-3-1-4-5;0.51584
2-3-1-5-4;0.51584
2-4-1-3-5;0.51292
2-5-1-3-4;0.51292
2-4-1-5-3;0.51269
2-5-1-4-3;0.51269
3-2-1-4-5;0.51058
3-2-1-5-4;0.51058
4-2-1-3-5;0.51044
5-2-1-3-4;0.51044
4-2-1-5-3;0.51140
5-2-1-4-3;0.51140
3-4-1-2-5;0.50879
3-5-1-2-4;0.50879
4-3-1-2-5;0.50846
5-3-1-2-4;0.50846
4-5-1-2-3;0.50766
5-4-1-2-3;0.50766
3-4-1-5-2;0.51135
3-5-1-4-2;0.51135
4-3-1-5-2;0.51108
5-3-1-4-2;0.51108
4-5-1-3-2;0.50908
5-4-1-3-2;0.50908
2-3-4-1-5;0.51428
2-3-5-1-4;0.51428
2-4-3-1-5;0.51396
2-5-3-1-4;0.51396
2-4-5-1-3;0.51461
2-5-4-1-3;0.51461
3-2-4-1-5;0.51203
3-2-5-1-4;0.51203
4-2-3-1-5;0.51555
5-2-3-1-4;0.51555
4-2-5-1-3;0.51211
5-2-4-1-3;0.51211
3-4-2-1-5;0.51132
3-5-2-1-4;0.51132
4-3-2-1-5;0.51104
5-3-2-1-4;0.51104
4-5-2-1-3;0.51029
5-4-2-1-3;0.51029
3-4-5-1-2;0.51559
3-5-4-1-2;0.51559
4-3-5-1-2;0.51125
5-3-4-1-2;0.51125
4-5-3-1-2;0.51287
5-4-3-1-2;0.51287
2-3-4-5-1;0.51937
2-3-5-4-1;0.51937
2-4-3-5-1;0.51109
2-5-3-4-1;0.51109
2-4-5-3-1;0.51694
2-5-4-3-1;0.51694
3-2-4-5-1;0.51697
3-2-5-4-1;0.51697
4-2-3-5-1;0.51548
5-2-3-4-1;0.51548
4-2-5-3-1;0.51312
5-2-4-3-1;0.51312
3-4-2-5-1;0.51087
3-5-2-4-1;0.51087
4-3-2-5-1;0.51081
5-3-2-4-1;0.51081
4-5-2-3-1;0.50882
5-4-2-3-1;0.50882
3-4-5-2-1;0.51648
3-5-4-2-1;0.51648
4-3-5-2-1;0.51215
5-3-4-2-1;0.51215
4-5-3-2-1;0.51374
5-4-3-2-1;0.51374
