;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;4488
1-2-3-5-4;4488
1-2-4-3-5;4449
1-2-5-3-4;4449
1-2-4-5-3;4438
1-2-5-4-3;4438
1-3-2-4-5;4482
1-3-2-5-4;4482
1-4-2-3-5;4489
1-5-2-3-4;4489
1-4-2-5-3;4460
1-5-2-4-3;4460
1-3-4-2-5;4445
1-3-5-2-4;4445
1-4-3-2-5;4473
1-5-3-2-4;4473
1-4-5-2-3;4408
1-5-4-2-3;4408
1-3-4-5-2;4418
1-3-5-4-2;4418
1-4-3-5-2;4448
1-5-3-4-2;4448
1-4-5-3-2;4410
1-5-4-3-2;4410
2-1-3-4-5;4493
2-1-3-5-4;4493
2-1-4-3-5;4454
2-1-5-3-4;4454
2-1-4-5-3;4443
2-1-5-4-3;4443
3-1-2-4-5;4499
3-1-2-5-4;4499
4-1-2-3-5;4515
5-1-2-3-4;4515
4-1-2-5-3;4504
5-1-2-4-3;4504
3-1-4-2-5;4456
3-1-5-2-4;4456
4-1-3-2-5;4499
5-1-3-2-4;4499
4-1-5-2-3;4468
5-1-4-2-3;4468
3-1-4-5-2;4444
3-1-5-4-2;4444
4-1-3-5-2;4488
5-1-3-4-2;4488
4-1-5-3-2;4468
5-1-4-3-2;4468
2-3-1-4-5;4480
2-3-1-5-4;4480
2-4-1-3-5;4487
2-5-1-3-4;4487
2-4-1-5-3;4458
2-5-1-4-3;4458
3-2-1-4-5;4489
3-2-1-5-4;4489
4-2-1-3-5;4505
5-2-1-3-4;4505
4-2-1-5-3;4494
5-2-1-4-3;4494
3-4-1-2-5;4476
3-5-1-2-4;4476
4-3-1-2-5;4496
5-3-1-2-4;4496
4-5-1-2-3;4412
5-4-1-2-3;4412
3-4-1-5-2;4448
3-5-1-4-2;4448
4-3-1-5-2;4467
5-3-1-4-2;4467
4-5-1-3-2;4410
5-4-1-3-2;4410
2-3-4-1-5;4439
2-3-5-1-4;4439
2-4-3-1-5;4468
2-5-3-1-4;4468
2-4-5-1-3;4402
2-5-4-1-3;4402
3-2-4-1-5;4453
3-2-5-1-4;4453
4-2-3-1-5;4496
5-2-3-1-4;4496
4-2-5-1-3;4465
5-2-4-1-3;4465
3-4-2-1-5;4465
3-5-2-1-4;4465
4-3-2-1-5;4485
5-3-2-1-4;4485
4-5-2-1-3;4402
5-4-2-1-3;4402
3-4-5-1-2;4395
3-5-4-1-2;4395
4-3-5-1-2;4445
5-3-4-1-2;4445
4-5-3-1-2;4394
5-4-3-1-2;4394
2-3-4-5-1;4415
2-3-5-4-1;4415
2-4-3-5-1;4444
2-5-3-4-1;4444
2-4-5-3-1;4406
2-5-4-3-1;4406
3-2-4-5-1;4437
3-2-5-4-1;4437
4-2-3-5-1;4483
5-2-3-4-1;4483
4-2-5-3-1;4462
5-2-4-3-1;4462
3-4-2-5-1;4441
3-5-2-4-1;4441
4-3-2-5-1;4461
5-3-2-4-1;4461
4-5-2-3-1;4400
5-4-2-3-1;4400
3-4-5-2-1;4401
3-5-4-2-1;4401
4-3-5-2-1;4450
5-3-4-2-1;4450
4-5-3-2-1;4399
5-4-3-2-1;4399
