;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.51934
1-2-3-5-4;0.51934
1-2-4-3-5;0.58095
1-2-5-3-4;0.58095
1-2-4-5-3;0.56552
1-2-5-4-3;0.56552
1-3-2-4-5;0.51934
1-3-2-5-4;0.51934
1-4-2-3-5;0.51934
1-5-2-3-4;0.51934
1-4-2-5-3;0.51934
1-5-2-4-3;0.51934
1-3-4-2-5;0.57778
1-3-5-2-4;0.57778
1-4-3-2-5;0.57778
1-5-3-2-4;0.57778
1-4-5-2-3;0.57778
1-5-4-2-3;0.57778
1-3-4-5-2;0.56552
1-3-5-4-2;0.56552
1-4-3-5-2;0.56552
1-5-3-4-2;0.56552
1-4-5-3-2;0.56154
1-5-4-3-2;0.56154
2-1-3-4-5;0.51934
2-1-3-5-4;0.51934
2-1-4-3-5;0.58095
2-1-5-3-4;0.58095
2-1-4-5-3;0.56552
2-1-5-4-3;0.56552
3-1-2-4-5;0.51934
3-1-2-5-4;0.51934
4-1-2-3-5;0.51934
5-1-2-3-4;0.51934
4-1-2-5-3;0.51934
5-1-2-4-3;0.51934
3-1-4-2-5;0.58095
3-1-5-2-4;0.58095
4-1-3-2-5;0.58095
5-1-3-2-4;0.58095
4-1-5-2-3;0.58095
5-1-4-2-3;0.58095
3-1-4-5-2;0.56552
3-1-5-4-2;0.56552
4-1-3-5-2;0.56552
5-1-3-4-2;0.56552
4-1-5-3-2;0.56552
5-1-4-3-2;0.56552
2-3-1-4-5;0.47771
2-3-1-5-4;0.47771
2-4-1-3-5;0.47771
2-5-1-3-4;0.47771
2-4-1-5-3;0.47771
2-5-1-4-3;0.47771
3-2-1-4-5;0.47771
3-2-1-5-4;0.47771
4-2-1-3-5;0.47771
5-2-1-3-4;0.47771
4-2-1-5-3;0.47771
5-2-1-4-3;0.47771
3-4-1-2-5;0.46497
3-5-1-2-4;0.46497
4-3-1-2-5;0.46497
5-3-1-2-4;0.46497
4-5-1-2-3;0.44186
5-4-1-2-3;0.44186
3-4-1-5-2;0.46497
3-5-1-4-2;0.46497
4-3-1-5-2;0.46497
5-3-1-4-2;0.46497
4-5-1-3-2;0.44186
5-4-1-3-2;0.44186
2-3-4-1-5;0.57778
2-3-5-1-4;0.57778
2-4-3-1-5;0.57778
2-5-3-1-4;0.57778
2-4-5-1-3;0.57778
2-5-4-1-3;0.57778
3-2-4-1-5;0.57143
3-2-5-1-4;0.57143
4-2-3-1-5;0.57143
5-2-3-1-4;0.57143
4-2-5-1-3;0.57143
5-2-4-1-3;0.57143
3-4-2-1-5;0.48148
3-5-2-1-4;0.48148
4-3-2-1-5;0.48148
5-3-2-1-4;0.48148
4-5-2-1-3;0.43396
5-4-2-1-3;0.43396
3-4-5-1-2;0.55556
3-5-4-1-2;0.55556
4-3-5-1-2;0.55238
5-3-4-1-2;0.55238
4-5-3-1-2;0.43396
5-4-3-1-2;0.43396
2-3-4-5-1;0.56552
2-3-5-4-1;0.56552
2-4-3-5-1;0.56552
2-5-3-4-1;0.56552
2-4-5-3-1;0.56154
2-5-4-3-1;0.56154
3-2-4-5-1;0.56552
3-2-5-4-1;0.56552
4-2-3-5-1;0.56552
5-2-3-4-1;0.56552
4-2-5-3-1;0.56552
5-2-4-3-1;0.56552
3-4-2-5-1;0.50413
3-5-2-4-1;0.50413
4-3-2-5-1;0.50413
5-3-2-4-1;0.50413
4-5-2-3-1;0.48387
5-4-2-3-1;0.48387
3-4-5-2-1;0.54615
3-5-4-2-1;0.54615
4-3-5-2-1;0.54483
5-3-4-2-1;0.54483
4-5-3-2-1;0.47312
5-4-3-2-1;0.47312
