;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;105463823
1-2-3-5-4;105463823
1-2-4-3-5;105436817
1-2-5-3-4;105436817
1-2-4-5-3;105266104
1-2-5-4-3;105266104
1-3-2-4-5;105713933
1-3-2-5-4;105713933
1-4-2-3-5;105726109
1-5-2-3-4;105726109
1-4-2-5-3;105660709
1-5-2-4-3;105660709
1-3-4-2-5;105451880
1-3-5-2-4;105451880
1-4-3-2-5;105483423
1-5-3-2-4;105483423
1-4-5-2-3;105424746
1-5-4-2-3;105424746
1-3-4-5-2;105244471
1-3-5-4-2;105244471
1-4-3-5-2;105532092
1-5-3-4-2;105532092
1-4-5-3-2;105332060
1-5-4-3-2;105332060
2-1-3-4-5;105462419
2-1-3-5-4;105462419
2-1-4-3-5;105433293
2-1-5-3-4;105433293
2-1-4-5-3;105263927
2-1-5-4-3;105263927
3-1-2-4-5;105787196
3-1-2-5-4;105787196
4-1-2-3-5;105870626
5-1-2-3-4;105870626
4-1-2-5-3;105751878
5-1-2-4-3;105751878
3-1-4-2-5;105499432
3-1-5-2-4;105499432
4-1-3-2-5;105648682
5-1-3-2-4;105648682
4-1-5-2-3;105459731
5-1-4-2-3;105459731
3-1-4-5-2;105332469
3-1-5-4-2;105332469
4-1-3-5-2;105597887
5-1-3-4-2;105597887
4-1-5-3-2;105278351
5-1-4-3-2;105278351
2-3-1-4-5;105881332
2-3-1-5-4;105881332
2-4-1-3-5;105822612
2-5-1-3-4;105822612
2-4-1-5-3;105807469
2-5-1-4-3;105807469
3-2-1-4-5;105911482
3-2-1-5-4;105911482
4-2-1-3-5;105943853
5-2-1-3-4;105943853
4-2-1-5-3;105876201
5-2-1-4-3;105876201
3-4-1-2-5;105904964
3-5-1-2-4;105904964
4-3-1-2-5;105951125
5-3-1-2-4;105951125
4-5-1-2-3;105842956
5-4-1-2-3;105842956
3-4-1-5-2;105755584
3-5-1-4-2;105755584
4-3-1-5-2;105815933
5-3-1-4-2;105815933
4-5-1-3-2;105773008
5-4-1-3-2;105773008
2-3-4-1-5;105568271
2-3-5-1-4;105568271
2-4-3-1-5;105603201
2-5-3-1-4;105603201
2-4-5-1-3;105545958
2-5-4-1-3;105545958
3-2-4-1-5;105581814
3-2-5-1-4;105581814
4-2-3-1-5;105713125
5-2-3-1-4;105713125
4-2-5-1-3;105542044
5-2-4-1-3;105542044
3-4-2-1-5;105853423
3-5-2-1-4;105853423
4-3-2-1-5;105877713
5-3-2-1-4;105877713
4-5-2-1-3;105791562
5-4-2-1-3;105791562
3-4-5-1-2;105594980
3-5-4-1-2;105594980
4-3-5-1-2;105491198
5-3-4-1-2;105491198
4-5-3-1-2;105803152
5-4-3-1-2;105803152
2-3-4-5-1;105262329
2-3-5-4-1;105262329
2-4-3-5-1;105570096
2-5-3-4-1;105570096
2-4-5-3-1;105369983
2-5-4-3-1;105369983
3-2-4-5-1;105306395
3-2-5-4-1;105306395
4-2-3-5-1;105591629
5-2-3-4-1;105591629
4-2-5-3-1;105270870
5-2-4-3-1;105270870
3-4-2-5-1;105600168
3-5-2-4-1;105600168
4-3-2-5-1;105658918
5-3-2-4-1;105658918
4-5-2-3-1;105651838
5-4-2-3-1;105651838
3-4-5-2-1;105448446
3-5-4-2-1;105448446
4-3-5-2-1;105347427
5-3-4-2-1;105347427
4-5-3-2-1;105660936
5-4-3-2-1;105660936
