;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.47234
1-2-3-5-4;0.47234
1-2-4-3-5;0.47236
1-2-5-3-4;0.47236
1-2-4-5-3;0.47238
1-2-5-4-3;0.47238
1-3-2-4-5;0.47242
1-3-2-5-4;0.47242
1-4-2-3-5;0.47273
1-5-2-3-4;0.47273
1-4-2-5-3;0.47264
1-5-2-4-3;0.47264
1-3-4-2-5;0.47236
1-3-5-2-4;0.47236
1-4-3-2-5;0.47243
1-5-3-2-4;0.47243
1-4-5-2-3;0.47255
1-5-4-2-3;0.47255
1-3-4-5-2;0.47257
1-3-5-4-2;0.47257
1-4-3-5-2;0.47282
1-5-3-4-2;0.47282
1-4-5-3-2;0.47253
1-5-4-3-2;0.47253
2-1-3-4-5;0.47210
2-1-3-5-4;0.47210
2-1-4-3-5;0.47213
2-1-5-3-4;0.47213
2-1-4-5-3;0.47215
2-1-5-4-3;0.47215
3-1-2-4-5;0.47209
3-1-2-5-4;0.47209
4-1-2-3-5;0.47226
5-1-2-3-4;0.47226
4-1-2-5-3;0.47230
5-1-2-4-3;0.47230
3-1-4-2-5;0.47220
3-1-5-2-4;0.47220
4-1-3-2-5;0.47222
5-1-3-2-4;0.47222
4-1-5-2-3;0.47220
5-1-4-2-3;0.47220
3-1-4-5-2;0.47237
3-1-5-4-2;0.47237
4-1-3-5-2;0.47246
5-1-3-4-2;0.47246
4-1-5-3-2;0.47211
5-1-4-3-2;0.47211
2-3-1-4-5;0.47203
2-3-1-5-4;0.47203
2-4-1-3-5;0.47245
2-5-1-3-4;0.47245
2-4-1-5-3;0.47234
2-5-1-4-3;0.47234
3-2-1-4-5;0.47196
3-2-1-5-4;0.47196
4-2-1-3-5;0.47215
5-2-1-3-4;0.47215
4-2-1-5-3;0.47218
5-2-1-4-3;0.47218
3-4-1-2-5;0.47258
3-5-1-2-4;0.47258
4-3-1-2-5;0.47235
5-3-1-2-4;0.47235
4-5-1-2-3;0.47283
5-4-1-2-3;0.47283
3-4-1-5-2;0.47219
3-5-1-4-2;0.47219
4-3-1-5-2;0.47222
5-3-1-4-2;0.47222
4-5-1-3-2;0.47270
5-4-1-3-2;0.47270
2-3-4-1-5;0.47284
2-3-5-1-4;0.47284
2-4-3-1-5;0.47287
2-5-3-1-4;0.47287
2-4-5-1-3;0.47301
2-5-4-1-3;0.47301
3-2-4-1-5;0.47278
3-2-5-1-4;0.47278
4-2-3-1-5;0.47271
5-2-3-1-4;0.47271
4-2-5-1-3;0.47279
5-2-4-1-3;0.47279
3-4-2-1-5;0.47315
3-5-2-1-4;0.47315
4-3-2-1-5;0.47299
5-3-2-1-4;0.47299
4-5-2-1-3;0.47339
5-4-2-1-3;0.47339
3-4-5-1-2;0.47349
3-5-4-1-2;0.47349
4-3-5-1-2;0.47323
5-3-4-1-2;0.47323
4-5-3-1-2;0.47352
5-4-3-1-2;0.47352
2-3-4-5-1;0.47262
2-3-5-4-1;0.47262
2-4-3-5-1;0.47285
2-5-3-4-1;0.47285
2-4-5-3-1;0.47256
2-5-4-3-1;0.47256
3-2-4-5-1;0.47232
3-2-5-4-1;0.47232
4-2-3-5-1;0.47250
5-2-3-4-1;0.47250
4-2-5-3-1;0.47214
5-2-4-3-1;0.47214
3-4-2-5-1;0.47247
3-5-2-4-1;0.47247
4-3-2-5-1;0.47249
5-3-2-4-1;0.47249
4-5-2-3-1;0.47304
5-4-2-3-1;0.47304
3-4-5-2-1;0.47270
3-5-4-2-1;0.47270
4-3-5-2-1;0.47243
5-3-4-2-1;0.47243
4-5-3-2-1;0.47276
5-4-3-2-1;0.47276
