;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.62740
1-2-3-5-4;0.62740
1-2-4-3-5;0.62514
1-2-5-3-4;0.62514
1-2-4-5-3;0.62514
1-2-5-4-3;0.62514
1-3-2-4-5;0.62928
1-3-2-5-4;0.62928
1-4-2-3-5;0.63420
1-5-2-3-4;0.63420
1-4-2-5-3;0.63193
1-5-2-4-3;0.63193
1-3-4-2-5;0.62778
1-3-5-2-4;0.62778
1-4-3-2-5;0.63307
1-5-3-2-4;0.63307
1-4-5-2-3;0.63165
1-5-4-2-3;0.63165
1-3-4-5-2;0.62721
1-3-5-4-2;0.62721
1-4-3-5-2;0.63162
1-5-3-4-2;0.63162
1-4-5-3-2;0.63230
1-5-4-3-2;0.63230
2-1-3-4-5;0.62459
2-1-3-5-4;0.62459
2-1-4-3-5;0.62198
2-1-5-3-4;0.62198
2-1-4-5-3;0.62215
2-1-5-4-3;0.62215
3-1-2-4-5;0.62523
3-1-2-5-4;0.62523
4-1-2-3-5;0.62511
5-1-2-3-4;0.62511
4-1-2-5-3;0.62434
5-1-2-4-3;0.62434
3-1-4-2-5;0.62285
3-1-5-2-4;0.62285
4-1-3-2-5;0.62370
5-1-3-2-4;0.62370
4-1-5-2-3;0.62443
5-1-4-2-3;0.62443
3-1-4-5-2;0.62297
3-1-5-4-2;0.62297
4-1-3-5-2;0.62359
5-1-3-4-2;0.62359
4-1-5-3-2;0.62461
5-1-4-3-2;0.62461
2-3-1-4-5;0.63036
2-3-1-5-4;0.63036
2-4-1-3-5;0.63520
2-5-1-3-4;0.63520
2-4-1-5-3;0.63302
2-5-1-4-3;0.63302
3-2-1-4-5;0.62709
3-2-1-5-4;0.62709
4-2-1-3-5;0.62696
5-2-1-3-4;0.62696
4-2-1-5-3;0.62611
5-2-1-4-3;0.62611
3-4-1-2-5;0.63556
3-5-1-2-4;0.63556
4-3-1-2-5;0.62927
5-3-1-2-4;0.62927
4-5-1-2-3;0.63745
5-4-1-2-3;0.63745
3-4-1-5-2;0.63555
3-5-1-4-2;0.63555
4-3-1-5-2;0.63002
5-3-1-4-2;0.63002
4-5-1-3-2;0.63817
5-4-1-3-2;0.63817
2-3-4-1-5;0.62692
2-3-5-1-4;0.62692
2-4-3-1-5;0.63234
2-5-3-1-4;0.63234
2-4-5-1-3;0.63068
2-5-4-1-3;0.63068
3-2-4-1-5;0.62362
3-2-5-1-4;0.62362
4-2-3-1-5;0.62438
5-2-3-1-4;0.62438
4-2-5-1-3;0.62511
5-2-4-1-3;0.62511
3-4-2-1-5;0.63402
3-5-2-1-4;0.63402
4-3-2-1-5;0.62785
5-3-2-1-4;0.62785
4-5-2-1-3;0.63632
5-4-2-1-3;0.63632
3-4-5-1-2;0.63048
3-5-4-1-2;0.63048
4-3-5-1-2;0.62661
5-3-4-1-2;0.62661
4-5-3-1-2;0.63689
5-4-3-1-2;0.63689
2-3-4-5-1;0.62793
2-3-5-4-1;0.62793
2-4-3-5-1;0.63219
2-5-3-4-1;0.63219
2-4-5-3-1;0.63297
2-5-4-3-1;0.63297
3-2-4-5-1;0.62457
3-2-5-4-1;0.62457
4-2-3-5-1;0.62582
5-2-3-4-1;0.62582
4-2-5-3-1;0.62653
5-2-4-3-1;0.62653
3-4-2-5-1;0.63583
3-5-2-4-1;0.63583
4-3-2-5-1;0.63043
5-3-2-4-1;0.63043
4-5-2-3-1;0.63782
5-4-2-3-1;0.63782
3-4-5-2-1;0.63224
3-5-4-2-1;0.63224
4-3-5-2-1;0.62809
5-3-4-2-1;0.62809
4-5-3-2-1;0.63824
5-4-3-2-1;0.63824
