;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.16744
1-2-3-5-4;0.16744
1-2-4-3-5;0.16598
1-2-5-3-4;0.16598
1-2-4-5-3;0.16338
1-2-5-4-3;0.16338
1-3-2-4-5;0.16478
1-3-2-5-4;0.16478
1-4-2-3-5;0.16192
1-5-2-3-4;0.16192
1-4-2-5-3;0.16090
1-5-2-4-3;0.16090
1-3-4-2-5;0.16364
1-3-5-2-4;0.16364
1-4-3-2-5;0.16256
1-5-3-2-4;0.16256
1-4-5-2-3;0.15717
1-5-4-2-3;0.15717
1-3-4-5-2;0.15923
1-3-5-4-2;0.15923
1-4-3-5-2;0.15942
1-5-3-4-2;0.15942
1-4-5-3-2;0.15568
1-5-4-3-2;0.15568
2-1-3-4-5;0.17082
2-1-3-5-4;0.17082
2-1-4-3-5;0.16970
2-1-5-3-4;0.16970
2-1-4-5-3;0.16693
2-1-5-4-3;0.16693
3-1-2-4-5;0.17139
3-1-2-5-4;0.17139
4-1-2-3-5;0.17412
5-1-2-3-4;0.17412
4-1-2-5-3;0.17319
5-1-2-4-3;0.17319
3-1-4-2-5;0.17032
3-1-5-2-4;0.17032
4-1-3-2-5;0.17412
5-1-3-2-4;0.17412
4-1-5-2-3;0.16976
5-1-4-2-3;0.16976
3-1-4-5-2;0.16624
3-1-5-4-2;0.16624
4-1-3-5-2;0.17126
5-1-3-4-2;0.17126
4-1-5-3-2;0.16901
5-1-4-3-2;0.16901
2-3-1-4-5;0.16364
2-3-1-5-4;0.16364
2-4-1-3-5;0.16090
2-5-1-3-4;0.16090
2-4-1-5-3;0.15974
2-5-1-4-3;0.15974
3-2-1-4-5;0.16857
3-2-1-5-4;0.16857
4-2-1-3-5;0.17120
5-2-1-3-4;0.17120
4-2-1-5-3;0.17051
5-2-1-4-3;0.17051
3-4-1-2-5;0.16096
3-5-1-2-4;0.16096
4-3-1-2-5;0.16882
5-3-1-2-4;0.16882
4-5-1-2-3;0.15243
5-4-1-2-3;0.15243
3-4-1-5-2;0.15588
3-5-1-4-2;0.15588
4-3-1-5-2;0.16326
5-3-1-4-2;0.16326
4-5-1-3-2;0.15093
5-4-1-3-2;0.15093
2-3-4-1-5;0.16529
2-3-5-1-4;0.16529
2-4-3-1-5;0.16408
2-5-3-1-4;0.16408
2-4-5-1-3;0.15884
2-5-4-1-3;0.15884
3-2-4-1-5;0.16989
3-2-5-1-4;0.16989
4-2-3-1-5;0.17381
5-2-3-1-4;0.17381
4-2-5-1-3;0.16938
5-2-4-1-3;0.16938
3-4-2-1-5;0.16281
3-5-2-1-4;0.16281
4-3-2-1-5;0.17051
5-3-2-1-4;0.17051
4-5-2-1-3;0.15406
5-4-2-1-3;0.15406
3-4-5-1-2;0.15698
3-5-4-1-2;0.15698
4-3-5-1-2;0.16465
5-3-4-1-2;0.16465
4-5-3-1-2;0.15145
5-4-3-1-2;0.15145
2-3-4-5-1;0.15756
2-3-5-4-1;0.15756
2-4-3-5-1;0.15756
2-5-3-4-1;0.15756
2-4-5-3-1;0.15393
2-5-4-3-1;0.15393
3-2-4-5-1;0.16313
3-2-5-4-1;0.16313
4-2-3-5-1;0.16800
5-2-3-4-1;0.16800
4-2-5-3-1;0.16586
5-2-4-3-1;0.16586
3-4-2-5-1;0.15471
3-5-2-4-1;0.15471
4-3-2-5-1;0.16205
5-3-2-4-1;0.16205
4-5-2-3-1;0.15001
5-4-2-3-1;0.15001
3-4-5-2-1;0.15542
3-5-4-2-1;0.15542
4-3-5-2-1;0.16319
5-3-4-2-1;0.16319
4-5-3-2-1;0.14994
5-4-3-2-1;0.14994
