;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.20013
1-2-3-5-4;0.20013
1-2-4-3-5;0.19680
1-2-5-3-4;0.19680
1-2-4-5-3;0.19495
1-2-5-4-3;0.19495
1-3-2-4-5;0.19658
1-3-2-5-4;0.19658
1-4-2-3-5;0.19124
1-5-2-3-4;0.19124
1-4-2-5-3;0.19048
1-5-2-4-3;0.19048
1-3-4-2-5;0.19289
1-3-5-2-4;0.19289
1-4-3-2-5;0.19048
1-5-3-2-4;0.19048
1-4-5-2-3;0.18204
1-5-4-2-3;0.18204
1-3-4-5-2;0.18927
1-3-5-4-2;0.18927
1-4-3-5-2;0.18849
1-5-3-4-2;0.18849
1-4-5-3-2;0.18148
1-5-4-3-2;0.18148
2-1-3-4-5;0.20514
2-1-3-5-4;0.20514
2-1-4-3-5;0.20227
2-1-5-3-4;0.20227
2-1-4-5-3;0.20024
2-1-5-4-3;0.20024
3-1-2-4-5;0.20557
3-1-2-5-4;0.20557
4-1-2-3-5;0.20852
5-1-2-3-4;0.20852
4-1-2-5-3;0.20757
5-1-2-4-3;0.20757
3-1-4-2-5;0.20163
3-1-5-2-4;0.20163
4-1-3-2-5;0.20757
5-1-3-2-4;0.20757
4-1-5-2-3;0.20174
5-1-4-2-3;0.20174
3-1-4-5-2;0.19938
3-1-5-4-2;0.19938
4-1-3-5-2;0.20557
5-1-3-4-2;0.20557
4-1-5-3-2;0.20174
5-1-4-3-2;0.20174
2-3-1-4-5;0.19485
2-3-1-5-4;0.19485
2-4-1-3-5;0.18960
2-5-1-3-4;0.18960
2-4-1-5-3;0.18872
2-5-1-4-3;0.18872
3-2-1-4-5;0.20078
3-2-1-5-4;0.20078
4-2-1-3-5;0.20376
5-2-1-3-4;0.20376
4-2-1-5-3;0.20291
5-2-1-4-3;0.20291
3-4-1-2-5;0.18717
3-5-1-2-4;0.18717
4-3-1-2-5;0.19906
5-3-1-2-4;0.19906
4-5-1-2-3;0.17389
5-4-1-2-3;0.17389
3-4-1-5-2;0.18394
3-5-1-4-2;0.18394
4-3-1-5-2;0.19343
5-3-1-4-2;0.19343
4-5-1-3-2;0.17332
5-4-1-3-2;0.17332
2-3-4-1-5;0.19289
2-3-5-1-4;0.19289
2-4-3-1-5;0.19037
2-5-3-1-4;0.19037
2-4-5-1-3;0.18215
2-5-4-1-3;0.18215
3-2-4-1-5;0.20003
3-2-5-1-4;0.20003
4-2-3-1-5;0.20609
5-2-3-1-4;0.20609
4-2-5-1-3;0.20024
5-2-4-1-3;0.20024
3-4-2-1-5;0.18728
3-5-2-1-4;0.18728
4-3-2-1-5;0.19906
5-3-2-1-4;0.19906
4-5-2-1-3;0.17366
5-4-2-1-3;0.17366
3-4-5-1-2;0.18148
3-5-4-1-2;0.18148
4-3-5-1-2;0.19452
5-3-4-1-2;0.19452
4-5-3-1-2;0.17171
5-4-3-1-2;0.17171
2-3-4-5-1;0.18816
2-3-5-4-1;0.18816
2-4-3-5-1;0.18739
2-5-3-4-1;0.18739
2-4-5-3-1;0.18024
2-5-4-3-1;0.18024
3-2-4-5-1;0.19561
3-2-5-4-1;0.19561
4-2-3-5-1;0.20142
5-2-3-4-1;0.20142
4-2-5-3-1;0.19777
5-2-4-3-1;0.19777
3-4-2-5-1;0.18215
3-5-2-4-1;0.18215
4-3-2-5-1;0.19179
5-3-2-4-1;0.19179
4-5-2-3-1;0.17183
5-4-2-3-1;0.17183
3-4-5-2-1;0.18036
3-5-4-2-1;0.18036
4-3-5-2-1;0.19354
5-3-4-2-1;0.19354
4-5-3-2-1;0.17090
5-4-3-2-1;0.17090
