;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.03872
1-2-3-5-4;0.03872
1-2-4-3-5;0.03882
1-2-5-3-4;0.03882
1-2-4-5-3;0.03877
1-2-5-4-3;0.03877
1-3-2-4-5;0.03901
1-3-2-5-4;0.03901
1-4-2-3-5;0.03888
1-5-2-3-4;0.03888
1-4-2-5-3;0.03892
1-5-2-4-3;0.03892
1-3-4-2-5;0.03886
1-3-5-2-4;0.03886
1-4-3-2-5;0.03878
1-5-3-2-4;0.03878
1-4-5-2-3;0.03879
1-5-4-2-3;0.03879
1-3-4-5-2;0.03871
1-3-5-4-2;0.03871
1-4-3-5-2;0.03878
1-5-3-4-2;0.03878
1-4-5-3-2;0.03869
1-5-4-3-2;0.03869
2-1-3-4-5;0.03874
2-1-3-5-4;0.03874
2-1-4-3-5;0.03883
2-1-5-3-4;0.03883
2-1-4-5-3;0.03881
2-1-5-4-3;0.03881
3-1-2-4-5;0.03888
3-1-2-5-4;0.03888
4-1-2-3-5;0.03892
5-1-2-3-4;0.03892
4-1-2-5-3;0.03882
5-1-2-4-3;0.03882
3-1-4-2-5;0.03893
3-1-5-2-4;0.03893
4-1-3-2-5;0.03883
5-1-3-2-4;0.03883
4-1-5-2-3;0.03889
5-1-4-2-3;0.03889
3-1-4-5-2;0.03881
3-1-5-4-2;0.03881
4-1-3-5-2;0.03901
5-1-3-4-2;0.03901
4-1-5-3-2;0.03894
5-1-4-3-2;0.03894
2-3-1-4-5;0.03878
2-3-1-5-4;0.03878
2-4-1-3-5;0.03860
2-5-1-3-4;0.03860
2-4-1-5-3;0.03867
2-5-1-4-3;0.03867
3-2-1-4-5;0.03880
3-2-1-5-4;0.03880
4-2-1-3-5;0.03882
5-2-1-3-4;0.03882
4-2-1-5-3;0.03874
5-2-1-4-3;0.03874
3-4-1-2-5;0.03858
3-5-1-2-4;0.03858
4-3-1-2-5;0.03874
5-3-1-2-4;0.03874
4-5-1-2-3;0.03854
5-4-1-2-3;0.03854
3-4-1-5-2;0.03868
3-5-1-4-2;0.03868
4-3-1-5-2;0.03866
5-3-1-4-2;0.03866
4-5-1-3-2;0.03853
5-4-1-3-2;0.03853
2-3-4-1-5;0.03854
2-3-5-1-4;0.03854
2-4-3-1-5;0.03847
2-5-3-1-4;0.03847
2-4-5-1-3;0.03847
2-5-4-1-3;0.03847
3-2-4-1-5;0.03868
3-2-5-1-4;0.03868
4-2-3-1-5;0.03867
5-2-3-1-4;0.03867
4-2-5-1-3;0.03864
5-2-4-1-3;0.03864
3-4-2-1-5;0.03870
3-5-2-1-4;0.03870
4-3-2-1-5;0.03882
5-3-2-1-4;0.03882
4-5-2-1-3;0.03866
5-4-2-1-3;0.03866
3-4-5-1-2;0.03843
3-5-4-1-2;0.03843
4-3-5-1-2;0.03846
5-3-4-1-2;0.03846
4-5-3-1-2;0.03864
5-4-3-1-2;0.03864
2-3-4-5-1;0.03867
2-3-5-4-1;0.03867
2-4-3-5-1;0.03864
2-5-3-4-1;0.03864
2-4-5-3-1;0.03855
2-5-4-3-1;0.03855
3-2-4-5-1;0.03877
3-2-5-4-1;0.03877
4-2-3-5-1;0.03888
5-2-3-4-1;0.03888
4-2-5-3-1;0.03881
5-2-4-3-1;0.03881
3-4-2-5-1;0.03875
3-5-2-4-1;0.03875
4-3-2-5-1;0.03874
5-3-2-4-1;0.03874
4-5-2-3-1;0.03862
5-4-2-3-1;0.03862
3-4-5-2-1;0.03860
3-5-4-2-1;0.03860
4-3-5-2-1;0.03863
5-3-4-2-1;0.03863
4-5-3-2-1;0.03881
5-4-3-2-1;0.03881
