;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;0.08333
1-2-3-5-4;0.08333
1-2-4-3-5;0.07692
1-2-5-3-4;0.07692
1-2-4-5-3;0.08333
1-2-5-4-3;0.08333
1-3-2-4-5;0.07042
1-3-2-5-4;0.07042
1-4-2-3-5;0.05036
1-5-2-3-4;0.05036
1-4-2-5-3;0.06383
1-5-2-4-3;0.06383
1-3-4-2-5;0.07042
1-3-5-2-4;0.07042
1-4-3-2-5;0.05036
1-5-3-2-4;0.05036
1-4-5-2-3;0.05714
1-5-4-2-3;0.05714
1-3-4-5-2;0.07042
1-3-5-4-2;0.07042
1-4-3-5-2;0.07692
1-5-3-4-2;0.07692
1-4-5-3-2;0.06383
1-5-4-3-2;0.06383
2-1-3-4-5;0.07042
2-1-3-5-4;0.07042
2-1-4-3-5;0.06383
2-1-5-3-4;0.06383
2-1-4-5-3;0.07042
2-1-5-4-3;0.07042
3-1-2-4-5;0.07042
3-1-2-5-4;0.07042
4-1-2-3-5;0.07042
5-1-2-3-4;0.07042
4-1-2-5-3;0.07042
5-1-2-4-3;0.07042
3-1-4-2-5;0.06383
3-1-5-2-4;0.06383
4-1-3-2-5;0.06383
5-1-3-2-4;0.06383
4-1-5-2-3;0.06383
5-1-4-2-3;0.06383
3-1-4-5-2;0.07042
3-1-5-4-2;0.07042
4-1-3-5-2;0.07042
5-1-3-4-2;0.07042
4-1-5-3-2;0.07042
5-1-4-3-2;0.07042
2-3-1-4-5;0.05714
2-3-1-5-4;0.05714
2-4-1-3-5;0.03650
2-5-1-3-4;0.03650
2-4-1-5-3;0.05036
2-5-1-4-3;0.05036
3-2-1-4-5;0.05036
3-2-1-5-4;0.05036
4-2-1-3-5;0.05036
5-2-1-3-4;0.05036
4-2-1-5-3;0.05036
5-2-1-4-3;0.05036
3-4-1-2-5;0.03650
3-5-1-2-4;0.03650
4-3-1-2-5;0.05036
5-3-1-2-4;0.05036
4-5-1-2-3;0.05036
5-4-1-2-3;0.05036
3-4-1-5-2;0.05036
3-5-1-4-2;0.05036
4-3-1-5-2;0.05036
5-3-1-4-2;0.05036
4-5-1-3-2;0.05036
5-4-1-3-2;0.05036
2-3-4-1-5;0.07042
2-3-5-1-4;0.07042
2-4-3-1-5;0.05036
2-5-3-1-4;0.05036
2-4-5-1-3;0.05714
2-5-4-1-3;0.05714
3-2-4-1-5;0.06383
3-2-5-1-4;0.06383
4-2-3-1-5;0.06383
5-2-3-1-4;0.06383
4-2-5-1-3;0.06383
5-2-4-1-3;0.06383
3-4-2-1-5;0.02941
3-5-2-1-4;0.02941
4-3-2-1-5;0.04348
5-3-2-1-4;0.04348
4-5-2-1-3;0.04348
5-4-2-1-3;0.04348
3-4-5-1-2;0.05714
3-5-4-1-2;0.05714
4-3-5-1-2;0.07042
5-3-4-1-2;0.07042
4-5-3-1-2;0.05714
5-4-3-1-2;0.05714
2-3-4-5-1;0.06383
2-3-5-4-1;0.06383
2-4-3-5-1;0.07042
2-5-3-4-1;0.07042
2-4-5-3-1;0.05714
2-5-4-3-1;0.05714
3-2-4-5-1;0.07042
3-2-5-4-1;0.07042
4-2-3-5-1;0.07042
5-2-3-4-1;0.07042
4-2-5-3-1;0.07042
5-2-4-3-1;0.07042
3-4-2-5-1;0.06383
3-5-2-4-1;0.06383
4-3-2-5-1;0.06383
5-3-2-4-1;0.06383
4-5-2-3-1;0.06383
5-4-2-3-1;0.06383
3-4-5-2-1;0.05714
3-5-4-2-1;0.05714
4-3-5-2-1;0.07042
5-3-4-2-1;0.07042
4-5-3-2-1;0.05714
5-4-3-2-1;0.05714
