;ordered_coco_average_c=_v=0_d=0.5_a=0
1-2-3-4-5;750
1-2-3-5-4;750
1-2-4-3-5;749
1-2-5-3-4;749
1-2-4-5-3;708
1-2-5-4-3;708
1-3-2-4-5;782
1-3-2-5-4;782
1-4-2-3-5;808
1-5-2-3-4;808
1-4-2-5-3;745
1-5-2-4-3;745
1-3-4-2-5;733
1-3-5-2-4;733
1-4-3-2-5;754
1-5-3-2-4;754
1-4-5-2-3;686
1-5-4-2-3;686
1-3-4-5-2;695
1-3-5-4-2;695
1-4-3-5-2;757
1-5-3-4-2;757
1-4-5-3-2;700
1-5-4-3-2;700
2-1-3-4-5;739
2-1-3-5-4;739
2-1-4-3-5;738
2-1-5-3-4;738
2-1-4-5-3;697
2-1-5-4-3;697
3-1-2-4-5;770
3-1-2-5-4;770
4-1-2-3-5;780
5-1-2-3-4;780
4-1-2-5-3;762
5-1-2-4-3;762
3-1-4-2-5;741
3-1-5-2-4;741
4-1-3-2-5;742
5-1-3-2-4;742
4-1-5-2-3;716
5-1-4-2-3;716
3-1-4-5-2;682
3-1-5-4-2;682
4-1-3-5-2;739
5-1-3-4-2;739
4-1-5-3-2;702
5-1-4-3-2;702
2-3-1-4-5;808
2-3-1-5-4;808
2-4-1-3-5;834
2-5-1-3-4;834
2-4-1-5-3;771
2-5-1-4-3;771
3-2-1-4-5;800
3-2-1-5-4;800
4-2-1-3-5;810
5-2-1-3-4;810
4-2-1-5-3;792
5-2-1-4-3;792
3-4-1-2-5;816
3-5-1-2-4;816
4-3-1-2-5;802
5-3-1-2-4;802
4-5-1-2-3;759
5-4-1-2-3;759
3-4-1-5-2;772
3-5-1-4-2;772
4-3-1-5-2;762
5-3-1-4-2;762
4-5-1-3-2;740
5-4-1-3-2;740
2-3-4-1-5;733
2-3-5-1-4;733
2-4-3-1-5;754
2-5-3-1-4;754
2-4-5-1-3;686
2-5-4-1-3;686
3-2-4-1-5;729
3-2-5-1-4;729
4-2-3-1-5;730
5-2-3-1-4;730
4-2-5-1-3;704
5-2-4-1-3;704
3-4-2-1-5;786
3-5-2-1-4;786
4-3-2-1-5;772
5-3-2-1-4;772
4-5-2-1-3;729
5-4-2-1-3;729
3-4-5-1-2;691
3-5-4-1-2;691
4-3-5-1-2;698
5-3-4-1-2;698
4-5-3-1-2;735
5-4-3-1-2;735
2-3-4-5-1;693
2-3-5-4-1;693
2-4-3-5-1;755
2-5-3-4-1;755
2-4-5-3-1;698
2-5-4-3-1;698
3-2-4-5-1;680
3-2-5-4-1;680
4-2-3-5-1;737
5-2-3-4-1;737
4-2-5-3-1;700
5-2-4-3-1;700
3-4-2-5-1;776
3-5-2-4-1;776
4-3-2-5-1;776
5-3-2-4-1;776
4-5-2-3-1;754
5-4-2-3-1;754
3-4-5-2-1;698
3-5-4-2-1;698
4-3-5-2-1;705
5-3-4-2-1;705
4-5-3-2-1;742
5-4-3-2-1;742
